"Guid","CurrencyIsoCode","Name","SBQQ__ConfigurationAttributes__c","SBQQ__DiscountSchedule__c","SBQQ__DynamicOptionId__c","SBQQ__Favorite__c","SBQQ__ProductOption__c","SBQQ__Product__c","SBQQ__Quantity__c","SBQQ__RequiredBy__c"
0232abbc-e4aa-4267-a677-de2a69a80537,USD,Quick Deploy,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxTAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,902c90eb-cd26-4dfd-a46f-9eee3fc951b2,5ee69626-8707-4db0-93d4-ceb3cfd7c000,1.0,f7167e80-4b2c-40c3-bb95-2f6150b3e5a3
02772393-b16e-4df5-93cc-5dcbd0407b6b,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,7aa7ad6f-3601-4a73-9021-530d6255627d,8de7a175-2f8d-4b3e-87bf-67208f1341da,20ac81d0-9479-44e1-ba7b-70651b1bf2a4,1.0,aec51aa0-f667-4d52-b4d1-0f7b6e1fd463
028cb656-f69e-4c66-b501-b4374a6dba59,USD,VirusScan Enterprise for Mac,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}",983150ec-eab9-4620-8e4d-ee5aa690383b,a0c3h000001qOxKAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,1425f0d3-29a3-431c-89a3-1f3f56ce96ba,0197c8c1-c7c0-4613-b498-3febbde1effe,500.0,5be1d55a-fb62-4148-af69-8e37363ff0b6
02d5ce9c-55e5-484b-ae2d-2ac622b1908f,USD,Host Intrusion Prevention for Server,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,3d834868-f712-4c93-ad1c-8844cae33601,930e17b5-d169-4ee6-bda9-f5f7730bd76e,1.0,fbf133d6-e86d-4325-9158-18271789de28
03395163-de0c-4f6e-815c-b0a70f9f3746,USD,Data Control Manager (MDQ),"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",8daca1b1-9cac-4312-b0b8-8da423334d5d,1.0,"#N/A"
033b3040-5d2b-4113-a6ca-9bfc7e158b92,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,8de7a175-2f8d-4b3e-87bf-67208f1341da,20ac81d0-9479-44e1-ba7b-70651b1bf2a4,1.0,5be1d55a-fb62-4148-af69-8e37363ff0b6
0354931d-a1d7-4dab-be22-3fa598cd70f7,USD,Endpoint Threat Protection,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",532ff7f1-22ff-4d2f-90df-3fe6aec006ef,1.0,"#N/A"
03780027-134e-4d74-bdaf-8edd58f961d6,USD,Advanced Correlation Engine,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c1I000000oSaoQAE:01t1I000000JUVtQAO,d171dac2-ef65-4c35-9e76-a4fe3a002fb0,"#N/A",9eef1dd3-5650-4f15-b15a-214b1d02b692,1.0,9ca3f99b-8034-4560-8ca6-2afc16d700b4
04010229-0e17-4bf8-b02f-bd43abcc3f3c,USD,Endpoint Security Specialist,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxWAAU,58226530-1bce-4158-966d-acf8a989386d,9e62db10-2e4b-4822-be88-6fbd4b4b2e42,9739c704-6569-4443-8a62-b4cdaeee1649,4.0,6dfbdeb4-7801-4901-bfdb-4b375b724faf
04102eef-b309-4a4c-8bd2-c02f33e84b74,USD,Threat Intelligence Exchange,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxSAAU,32bcc169-c5f7-472f-bef8-a9237d99f6fa,84ea0abe-0108-472c-8708-acdf885ac795,e1052d7a-669c-4b70-b14f-6d9264213fdd,1.0,60f829fb-add5-49c6-bfc9-7731968fecce
04e03504-6a1e-416e-945f-73fccd2b6d9f,USD,Threat Intelligence Exchange,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""350.0""}","#N/A",a0c3h000001qOxSAAU,eb60bb4b-b223-4acd-b92b-321281ead7bf,84ea0abe-0108-472c-8708-acdf885ac795,e1052d7a-669c-4b70-b14f-6d9264213fdd,1.0,f22678a6-cd20-495d-9d05-3aeb2266846b
053d354e-a25f-4369-9c66-b30a9c68dcfd,USD,Universal Data Collection / Indexing,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",d0345f3d-2738-4ad0-a3a8-57cc4d519fd8,1.0,"#N/A"
0556d563-2e3e-4d4f-9d53-1b9c3f6c8545,USD,Data Control Manager (MDQ),"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",8daca1b1-9cac-4312-b0b8-8da423334d5d,1.0,"#N/A"
0578ce48-3622-4a43-a294-7608694e3fdc,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxRAAU,fd53d62b-8cc6-4052-bb47-6c2a2b153272,8de7a175-2f8d-4b3e-87bf-67208f1341da,20ac81d0-9479-44e1-ba7b-70651b1bf2a4,1.0,797ca503-1727-403d-b896-7e106aa6c9d6
0598b379-d8f0-47d5-abe0-914f07d7c1ff,USD,Threat Intelligence Exchange,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxSAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,84ea0abe-0108-472c-8708-acdf885ac795,e1052d7a-669c-4b70-b14f-6d9264213fdd,1.0,fbf133d6-e86d-4325-9158-18271789de28
05edd913-0e79-4720-9ff0-3c9e46555653,USD,Universal Data Collection / Indexing,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxSAAU,27c7ac2d-5b6e-4553-bbe5-8a5e77aa3d9a,e828b3db-6746-46bd-99b3-17ece0911ac7,d0345f3d-2738-4ad0-a3a8-57cc4d519fd8,1.0,87c19747-5311-4478-86c5-50b7360b270a
06518452-8e76-484a-94d6-97a1c156c372,USD,VirusScan Enterprise for Mac,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}",983150ec-eab9-4620-8e4d-ee5aa690383b,a0c3h000001qOxKAAU,58226530-1bce-4158-966d-acf8a989386d,1425f0d3-29a3-431c-89a3-1f3f56ce96ba,0197c8c1-c7c0-4613-b498-3febbde1effe,10000.0,f1a21f62-17f0-4080-8214-3635f994a0bc
06b1dee7-9935-490b-a9b6-306202f5a2ad,USD,Threat Intelligence Reporting Tools,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxSAAU,26c95dcd-dd3c-4067-9ae7-e0747410f93d,1f4254e7-cc45-44ab-a1b9-39cd7a884d7e,6a965800-e740-4990-86fe-b6974c9f6327,1.0,76d920b1-f57b-4f02-b713-1274d5f6cf8e
06ec3420-8108-4eec-b83c-698a4d673fc3,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,8de7a175-2f8d-4b3e-87bf-67208f1341da,20ac81d0-9479-44e1-ba7b-70651b1bf2a4,1.0,e8015f44-3692-4467-a0d4-15e436032137
072b7dfc-9883-497b-9eb8-9a7b34208bdb,USD,Threat Intelligence Reporting Tools,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxSAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,1f4254e7-cc45-44ab-a1b9-39cd7a884d7e,6a965800-e740-4990-86fe-b6974c9f6327,1.0,e8015f44-3692-4467-a0d4-15e436032137
077963a3-b552-4724-af90-314ba508d2bc,USD,Complete Threat Solution,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""240.0""}","#N/A","#N/A",d9106575-cf95-46b4-aa1b-f164dca6c060,"#N/A",da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,1.0,"#N/A"
0799b665-4f55-4c95-a4fe-a060dfe39f1c,USD,Embedded Control,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",30b2099d-55b1-433d-96c5-0e3916f7814e,1.0,"#N/A"
07a26ea0-5ee8-49f5-8c88-5d99160a9f88,USD,Network Penetration Tests,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}",e199aa9d-42c5-4e9b-9ce8-17dff410c5a5,a0c3h000001qOxSAAU,4ac03eba-a62c-4002-8ff3-7f57be5af285,1e1b731a-c0ee-43ce-98ef-f6ccafbc40ca,5e6498ee-3bd0-41d7-b336-3031a647f55b,3000.0,3e0ef8ef-0dfb-4d55-baae-9e4fa2acf641
07a798f6-87a4-4823-91d5-7984dd187787,USD,Host Intrusion Prevention for Server,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,3d834868-f712-4c93-ad1c-8844cae33601,930e17b5-d169-4ee6-bda9-f5f7730bd76e,1.0,18dcd9dc-9f40-479b-b850-2f67f0ae787f
07fb1dbe-7d1c-4e1d-869b-3963dd819710,USD,Endpoint Threat Defense,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""200.0""}","#N/A",a0c3h000001qOxPAAU,b2b52bb4-c6f0-403c-8f7b-ca3d6e21233e,ed834d6e-d184-4863-a3b4-578a49695b37,f9cf99a9-23e4-40d8-aadf-72013ccf0b7c,1.0,999532a7-4650-4e8b-889d-623fc3c98282
08564ac5-ad65-4ac9-a415-e7feefa4c301,USD,VirusScan Enterprise for Mac,"#N/A",983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",0197c8c1-c7c0-4613-b498-3febbde1effe,1.0,"#N/A"
08bcffa2-15d7-4968-a665-5ebee6e44bde,USD,ePolicy Orchestrator,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxSAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,3891fdb7-0037-467b-a2e3-2a09a56e70bc,edb6756e-e42d-43ec-ba57-2f8d3daf1c82,1.0,fbf133d6-e86d-4325-9158-18271789de28
08e1f3f9-0bf3-498e-b5f3-b1fbf27576c6,USD,Embedded Control,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",30b2099d-55b1-433d-96c5-0e3916f7814e,1.0,"#N/A"
08e23ccc-0db7-4271-bb52-35385ca73387,USD,Endpoint Threat Defense,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxPAAU,19888093-32b4-4dad-ab3e-f0cba49efafe,ed834d6e-d184-4863-a3b4-578a49695b37,f9cf99a9-23e4-40d8-aadf-72013ccf0b7c,1.0,11d7802e-f192-4b73-997f-2ead276c9c4a
09252a85-c93e-493d-b78c-8a2e40663b38,USD,Threat Intelligence Exchange,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxSAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,84ea0abe-0108-472c-8708-acdf885ac795,e1052d7a-669c-4b70-b14f-6d9264213fdd,1.0,18dcd9dc-9f40-479b-b850-2f67f0ae787f
09e6e3cb-e6c2-4da3-abd7-fc4c09549fcc,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""400.0""}","#N/A",a0c3h000001qOxRAAU,5517aff1-b2f7-4c78-a4f7-5a8febe3f6dc,8de7a175-2f8d-4b3e-87bf-67208f1341da,20ac81d0-9479-44e1-ba7b-70651b1bf2a4,1.0,2d49140f-a091-4f70-a7b0-006d07bb4d65
09f6e2e3-6c6d-4e59-b829-48548cd8eaa3,USD,Endpoint Threat Defense,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",f9cf99a9-23e4-40d8-aadf-72013ccf0b7c,1.0,"#N/A"
09fdff4f-ca9a-44b3-9c5d-612f4300a384,USD,Endpoint Threat Defense,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",f9cf99a9-23e4-40d8-aadf-72013ccf0b7c,1.0,"#N/A"
0a2019ff-96ee-47b6-a877-ec583bf393f8,USD,Embedded Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxPAAU,32044375-e139-497a-9273-e8c267d7fb0e,8751b112-9ce9-4e2c-a2b8-3109e2a317d4,30b2099d-55b1-433d-96c5-0e3916f7814e,200.0,e4923a78-aca2-4581-93c5-454fd1d48a43
0a4c460f-efb3-4aaf-86d6-2af72434c939,USD,Change Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxRAAU,fd53d62b-8cc6-4052-bb47-6c2a2b153272,572d4d06-d4a3-43f5-9a42-01c62b621415,de904e11-828a-41cc-a6d8-8c934672ced4,1.0,797ca503-1727-403d-b896-7e106aa6c9d6
0a628fd7-a328-48fd-9e55-1fb1fd67a13a,USD,VirusScan Enterprise for Mac,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""200.0""}",983150ec-eab9-4620-8e4d-ee5aa690383b,a0c3h000001qOxKAAU,445e6cea-d822-4244-a405-8c1f6c6e0064,1425f0d3-29a3-431c-89a3-1f3f56ce96ba,0197c8c1-c7c0-4613-b498-3febbde1effe,1200.0,41d61c8a-7f88-41cc-853e-56f2ae14e4b7
0b8d0409-3fff-4f77-b06f-37ac9913d8ca,USD,Endpoint Security for Mac,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",a3a12d16-5ee0-4d73-9c04-e35eab7a9e9c,1.0,"#N/A"
0bb7607b-1173-42ac-9c3f-3b72664f3670,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxRAAU,bb938dbd-052c-4cc9-ba3b-0296372059bb,8de7a175-2f8d-4b3e-87bf-67208f1341da,20ac81d0-9479-44e1-ba7b-70651b1bf2a4,1.0,3a1881f1-115e-4e4b-98d7-43577571e779
0c011b69-def0-4267-8901-8e242fe61684,USD,DLP Prevent,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",ef84293c-ba34-4c42-aa3a-65ebc2926c15,1.0,"#N/A"
0c326f43-e574-4e81-a77f-172bc1dd5dd2,USD,Endpoint Threat Defense,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",f9cf99a9-23e4-40d8-aadf-72013ccf0b7c,1.0,"#N/A"
0c7b303b-adba-4af1-966f-e27ee6e8299d,USD,Network Penetration Tests,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}",e199aa9d-42c5-4e9b-9ce8-17dff410c5a5,a0c3h000001qOxSAAU,048a0d58-9bf2-43ae-a4fc-c22a11568a63,1e1b731a-c0ee-43ce-98ef-f6ccafbc40ca,5e6498ee-3bd0-41d7-b336-3031a647f55b,1.0,64676b0d-d487-47dd-83f0-45c29262c7a4
0cf94fb1-ec9f-4983-b5cd-a3adaf234ddf,USD,DLP Prevent,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxXAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,30fb56fb-060d-4aa9-9b5b-af760e390cd5,ef84293c-ba34-4c42-aa3a-65ebc2926c15,1.0,01fe9547-7215-4bdc-a3ab-bd2c8a3e9018
0d6f15d4-71ce-44c1-b082-95011f2220ba,USD,Threat Intelligence Exchange,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",e1052d7a-669c-4b70-b14f-6d9264213fdd,1.0,"#N/A"
0d8e4f67-8e3f-41e8-955a-4b4f8c0118f3,USD,Implementation Engineer,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""550.0""}","#N/A",a0c3h000001qOxuAAE,c8f80227-387d-44df-97ff-d4d2b76592d3,c88a3075-9b89-4687-944a-50d67a3f75ca,d770d095-b686-4681-a3e0-5a3713d20267,20.0,899711df-39c7-4bf3-a21b-897837363cb9
0e515e88-5e12-4515-bef0-5de04567bb71,USD,DLP Discover,"#N/A","#N/A","#N/A",c35dec88-b041-4f8c-86a0-9b0c44c5f08e,"#N/A",a6f07a72-e43a-451d-b99a-2bcc4d60e4d0,1.0,"#N/A"
0e910da6-4250-42a0-b798-dc8af3812f64,USD,VirusScan Enterprise,"#N/A",983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",e6bdfd51-49b7-4d14-b501-896e61b1f083,1.0,"#N/A"
0ef1b477-2410-4264-889c-65d00e2fd131,USD,DLP Endpoint,{},"#N/A",a0c3h000001qOxXAAU,ffda76ee-3d33-4847-803e-e142c7afc49f,38d99db2-f4c4-48df-b918-c458e942a1d8,b5129943-2e41-49a7-abc1-08481d290ba0,1.0,b7d2253d-6952-428e-bfde-38c5c99465d2
0f99d973-8c89-4090-b979-de7d9b0bb0d2,USD,Silver Support,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxUAAU,32044375-e139-497a-9273-e8c267d7fb0e,ffd97078-70da-4fb7-adb9-6c3eaf6426fb,407fc8ba-5e66-41bb-9c0d-edf341b9f382,1.0,e4923a78-aca2-4581-93c5-454fd1d48a43
0fb16223-6c58-48ab-baa5-f1538ec68b07,USD,Silver Support,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxUAAU,d9106575-cf95-46b4-aa1b-f164dca6c060,ffd97078-70da-4fb7-adb9-6c3eaf6426fb,407fc8ba-5e66-41bb-9c0d-edf341b9f382,1.0,077963a3-b552-4724-af90-314ba508d2bc
0fc16f21-de88-465f-b465-bfb18b006907,USD,Universal Data Collection / Indexing,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",d0345f3d-2738-4ad0-a3a8-57cc4d519fd8,1.0,"#N/A"
0fd1e01b-1cde-43b5-8e14-e90f766fdc52,USD,Endpoint Threat Protection,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxPAAU,13ff584f-cd92-486d-bed8-b798b530dc5f,277d0360-885f-40b5-a41f-d4993a951e19,532ff7f1-22ff-4d2f-90df-3fe6aec006ef,1.0,bc92f1c6-2057-4870-939e-5dd742b99c60
0fd814a0-5bfd-4bea-afcd-669ee30dcf02,USD,ePolicy Orchestrator,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxSAAU,644cce26-9995-4b0a-b8b2-b5fcab11b8f5,3891fdb7-0037-467b-a2e3-2a09a56e70bc,edb6756e-e42d-43ec-ba57-2f8d3daf1c82,1.0,88a59878-999d-4d49-b1b5-63db06065407
0fe5a428-73ef-4641-9304-5314396494b9,USD,Security for Microsoft SharePoint,"#N/A","#N/A","#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",22d7c410-48a4-4769-9ca1-876b8d6a263a,1.0,"#N/A"
10322ac0-2aa6-47fc-8328-d7320fbb5ff4,USD,DLP Prevent,{},"#N/A",a0c3h000001qOxXAAU,ffda76ee-3d33-4847-803e-e142c7afc49f,30fb56fb-060d-4aa9-9b5b-af760e390cd5,ef84293c-ba34-4c42-aa3a-65ebc2926c15,1.0,6269ae3b-1e54-4b5c-826f-11e04804da45
1049660d-851b-487f-96d2-09e6e0c4a50a,USD,VirusScan Enterprise,"#N/A",983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A",ffda76ee-3d33-4847-803e-e142c7afc49f,"#N/A",e6bdfd51-49b7-4d14-b501-896e61b1f083,1.0,"#N/A"
107e1fd0-a877-46bb-aa88-dcf92452f7c1,USD,DLP Discover,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""1000.0""}","#N/A",a0c3h000001qOxXAAU,6e7f1051-a5af-41d0-b909-29dfcda873a1,f3d330b9-4cac-4e01-9b28-02a4cb4fb43e,a6f07a72-e43a-451d-b99a-2bcc4d60e4d0,1.0,1b2ae06f-8fd2-4006-8bf4-0f954639c380
10a9dbcf-c4ef-431f-a62f-205e803bc695,USD,Database Event Monitor for SIEM,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""500.0""}","#N/A",a0c1I000000oSaoQAE:01t1I000000JUVvQAO,048a0d58-9bf2-43ae-a4fc-c22a11568a63,"#N/A",cca6f345-fea9-4ea0-89cf-42e4b0c05587,1.0,64676b0d-d487-47dd-83f0-45c29262c7a4
115f9c48-970c-4c3c-8606-1deaeb2711e6,USD,Project Manager,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxVAAU,32bcc169-c5f7-472f-bef8-a9237d99f6fa,30b21679-a939-4c02-9de0-33dcc18cc04b,a8057612-7b3f-42b2-aeb2-f11e1d794223,5.0,7a450539-20cc-4b11-b9f3-6676da17c196
