"Guid","CurrencyIsoCode","SBQQ__Active__c","SBQQ__Subscription__c"
1d1730e8-8de6-4196-a8f6-6e7edbb6fd9a,USD,true,0732a7e5-23fb-4da0-89d3-34eeeb3364c6
1f28ace3-233b-45c6-a17e-2091066548e9,USD,true,2dd467fd-9120-4381-9e4d-06dfece576c2
1fbcbcb6-230f-432a-9a7f-fb94d32b7b7f,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
1feeb812-eb93-4058-b13b-f1c495ffccd0,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
213474c0-74cf-432e-810c-a86046ede20c,USD,true,bea6db2e-465e-481b-8ac7-cec7704b2bc3
217fbfaa-bf93-4381-b225-2ef29d1394d4,USD,true,93df59e4-d10c-40ab-8280-b7eae42ed865
23e27e0c-58ad-449d-ad2d-c63d0f97e667,USD,true,83005749-6ab8-45f9-81d3-3c376c596d4f
26e9cf4f-f046-43ea-bdbb-62cfbf0b808a,USD,true,5d3fc080-a26d-41e9-8247-1466027f5b5e
271c984a-189f-4ace-9e2f-6b80a55e6520,USD,true,993a851f-b21b-42e1-a482-302c0e983140
27224c7c-46c0-4264-8954-d4e52018420f,USD,true,847380c6-6983-4883-a802-65c3204f8dd6
27381993-bd6a-42b0-b7ce-3968d086308b,USD,true,206d84dc-e484-4a6c-874a-a794a2e92acf
286eb95a-362b-48f6-b039-bb68e992f098,USD,true,d1940fda-1ab6-4cec-a6fc-c5a12ca567b4
2a03aedd-f5c0-49bb-916b-ca3ce3abff15,USD,true,3aed0f3b-0b0c-4039-ab7c-bcf6427f1d97
2b81a53d-ac3f-43ae-9dd6-2e8beef765bf,USD,true,9d0b799c-0d6b-442d-a878-88485d8ebe07
2ba7a255-7db5-433c-bd9f-10b1800d7802,USD,true,d77e676c-15be-4263-8801-5fe4e6821cf9
2d12958b-b2f1-473f-ae86-ac79acd5f2db,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
2de0a6f7-b99e-49aa-9a3c-9c45cd61ca97,USD,true,09b9101f-7c1e-427d-8b07-abae9e6e74fe
2e1d9c8f-6978-4889-b90d-47dcb9ca3b62,USD,true,819a4bee-3ec6-4417-baf2-88f274bfcddf
2e3e49eb-02d5-4aa7-9694-6da81472030c,USD,true,6a92398e-ef59-40d5-80a7-8128347765ea
2e65df54-a9c5-4248-99f5-8594104e7f63,EUR,true,734bfdd1-652d-45f6-9c4e-0f83f0a235af
2f926767-fe59-45ab-ab37-6bc0df8dbd10,USD,true,4d2234a8-1d1f-4808-9a6b-8bf6920abfec
2fb4e9b9-24f6-4382-b780-b1e5dbcbe5db,USD,true,993a851f-b21b-42e1-a482-302c0e983140
2fbd7d51-e742-46d4-a138-fdf68ef4560a,USD,true,1dce5a56-aaa0-4e02-92a4-8e45c275ed23
305a4e7d-7ab4-4a8e-9cb6-bb6d2676081b,USD,true,4091bd79-b61d-4001-b540-0e675de5b528
310e83e3-4977-4cd6-9c3a-1b029b81c344,USD,true,75bc490c-8a43-4862-bae0-da355ca0a5f3
31501329-8b28-4e46-80f3-4607aa321824,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
31f91d1d-0518-41a2-97c2-a12ded2a42fd,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
320f7a84-ac63-4966-8cf5-f48a9be0dc5a,USD,true,5795bc4f-7a54-44e1-8e0b-356565fb3786
3414363b-1a95-4d69-ac3f-fb2d1b86272e,USD,true,622a01fa-2efa-44c4-a028-f4963579125c
34ae984f-43de-4318-aa50-8fde6176e4eb,USD,true,993a851f-b21b-42e1-a482-302c0e983140
34b34f77-f888-4250-867f-c16314571ab5,GBP,true,a0dfc21b-33c0-4c2a-bba9-b4b67e6dd156
362539a3-f686-480a-83c6-e9362b7cf88a,USD,true,2e6332e8-120e-4a4b-8398-6fb10db56cc9
379c1b5f-4fbe-45d3-991a-09f9b0a57b82,USD,true,e3120399-5b63-4406-b854-f360ef6b0d3f
385fc107-cad0-42df-b007-a3080d9e2938,USD,true,993a851f-b21b-42e1-a482-302c0e983140
38a12a28-8741-47b9-b4ba-30fd35fac344,USD,true,063347b0-c7d2-421a-8f37-46ab9bf26659
3aa3af0a-5d67-4467-ae73-e3496de28612,USD,true,d76f22b4-650d-4308-9435-e28cc0663219
3acbcd76-1e97-44ed-bfd5-9d736236875f,USD,true,27193378-4674-44b5-8166-6c8133c71285
3e216ee1-12aa-4ab8-8b28-9c6806146f00,USD,true,ec35f8a8-7185-4411-bfac-455925e268a6
3e66147d-19f7-414b-a4ad-6bceae449228,USD,true,847380c6-6983-4883-a802-65c3204f8dd6
3f16fe6d-2bfe-4e0d-bf73-e319e43264b2,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
40766c05-1a4f-4564-ab53-bca338a62c49,USD,true,92410357-b09f-456e-b90c-fa53e991412a
40b82573-8020-4c74-abb1-7f0fe1c9607a,USD,true,7a4142a7-03fa-4ae0-83fe-b53bd8145c87
40eab951-a971-446e-988a-1323aa46c7e7,USD,true,206d84dc-e484-4a6c-874a-a794a2e92acf
418a295c-556d-4a08-96ae-6113eb2cabe2,USD,true,50df0aed-1e92-4a1f-bc2b-64ba6332787d
42afba7c-72bf-47f8-bd20-47aba822b66c,USD,true,a756d230-5de8-45cb-8aaf-c835de2bb7b3
42c219a0-3be2-4702-b6a5-82ebec7844e0,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
45c5c240-1aad-4e3e-85ac-b1bb613938ab,USD,true,4bd7fa3b-a165-4504-83b7-254f349e8a78
464275f6-3827-4438-b043-b690d614de28,USD,true,398c169f-eb26-4bad-b2be-6a1560d1becc
467116c5-01dc-4a2f-9dc1-14ee42e0a04c,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
47a0e59d-11b3-45ab-99fd-e22502dd3a39,USD,true,2e6332e8-120e-4a4b-8398-6fb10db56cc9
48bcdc27-7356-474c-8799-2651400e4b1a,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
48c171bb-7351-43cb-881b-dce5d376a36e,USD,true,c6888519-0697-459b-85ee-8a00f628a521
49629abd-945e-4797-b82c-6ee21199694e,USD,true,819a4bee-3ec6-4417-baf2-88f274bfcddf
49777afc-e6e6-4a15-bf2b-184f3f947ef5,USD,true,1dce5a56-aaa0-4e02-92a4-8e45c275ed23
4a052a34-3e27-444b-9233-0136e096200f,USD,true,2debf206-1675-499a-a614-f505b88cc992
4acfe44d-6af2-4702-a8c4-dac3bf151253,GBP,true,95ce8d68-dd50-4918-8c5e-28c6fb4915f8
4aedd431-74f7-4a88-887f-8325edb8338e,USD,true,1f076f9a-fe3a-4b5c-83e1-100ffc0c69c8
4b4ede2b-5e31-4690-9c22-a8a034049980,USD,true,628453f5-e485-42c5-8413-ea72faaac512
4c74e168-3770-4153-a0f2-bf585003747f,USD,true,236e5754-ac91-46be-86e6-4b8f72f4b96d
4dea1f7f-6f30-44e5-a417-8c5cc0531bf1,USD,true,993a851f-b21b-42e1-a482-302c0e983140
4def176c-fcee-401a-a175-1a11c00eb7c3,USD,true,cd72a38a-e22d-4615-89e4-050fc5d4eb48
518589f7-edfa-43e0-a9a4-77021beef6ad,USD,true,50df0aed-1e92-4a1f-bc2b-64ba6332787d
52357ce8-c41d-4bc4-9ac0-c5a3b65f9ce5,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
52a67fcb-ad91-4dcf-bf0f-3b39f3dbe3e3,USD,true,783cc659-7349-4679-9d78-530ad3c25082
56040db0-dce1-428d-9e67-08062b6d8339,USD,true,993a851f-b21b-42e1-a482-302c0e983140
5707cb7a-0b94-4ac0-845b-53cc514f2243,USD,true,40b7281e-c8d9-4ece-80f5-44a5da4175a4
577ceac6-6988-4f1f-a291-3fe143872b1f,USD,true,5d3fc080-a26d-41e9-8247-1466027f5b5e
58a3059b-05fa-4409-bcbf-1eec64627b38,USD,true,5e7806a9-9516-42a6-9d98-fd4a17d7b96b
58ede031-f3d1-4cc1-a9ba-386943fd0a21,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
59caa90f-7b0b-405e-b2c3-7b7345374af0,USD,true,426c5dde-e466-44f6-9b53-c7ddb1a557d5
5aec224b-b5d7-42af-9285-9323223c562f,USD,true,9c941494-5258-4fc6-b8cd-0c162cbac81d
5bcf9631-4ec1-43f4-9556-fc35f6423e10,USD,true,0d868827-6dec-4098-a4e9-87fe8c1f66fb
5c257d9c-b810-4bc5-a40b-49525ce09056,USD,true,993a851f-b21b-42e1-a482-302c0e983140
5c629814-494a-4d3d-ae28-ee89e3094446,USD,true,993a851f-b21b-42e1-a482-302c0e983140
5cd8821a-c2fb-4838-ae82-ed82c7cecaef,USD,true,a09e396b-5d9a-44dc-8150-4256795e2388
5ddd5a1b-43b9-4d6e-9a54-7becf5679d68,USD,true,e2756d92-37c2-4044-9604-ae387d5cc33e
5e7f2dcf-4a97-4701-be02-5ca5a171d840,USD,true,63ba7339-f2f6-4c7b-a13e-e255c98fa7b1
5ed5eacc-6e64-4a37-8e88-827868d29914,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
5f391a29-86d0-42ee-a1db-5735198b6a9e,USD,true,cddcfc95-3f28-4d63-96b9-6b9c66d19646
5fcb995c-8a07-4958-92f8-1a87695fde62,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
601c8fe1-ef05-4d32-a3b4-bcf9d2ed5db3,USD,true,4f55bfbc-c606-4c1f-9993-1c3e923ef008
603b0e33-ae38-4679-a252-22e86b55158a,USD,true,7534dbd8-c54c-4be3-9547-68889d996014
608e38b1-5006-494b-9b9d-cfef0d38d7b9,USD,true,5e7806a9-9516-42a6-9d98-fd4a17d7b96b
61c09ec4-62cf-431d-942c-f717451bdd68,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
62101d00-9025-4b0b-a8d3-532f092368a1,USD,true,0d868827-6dec-4098-a4e9-87fe8c1f66fb
62617cc0-9f32-4bda-af7f-d5bc3984df80,USD,true,493ec44b-16cd-47d7-9c6e-ebb6a282c857
655d5c44-466c-4f76-a774-d3a0cc7b83e7,USD,true,92410357-b09f-456e-b90c-fa53e991412a
6657a161-aac8-496c-b780-d89944fcf72c,USD,true,993a851f-b21b-42e1-a482-302c0e983140
66adfc52-1521-4652-ba51-5e4d39a9f0c0,USD,true,97fb81a8-5d6f-4257-9927-6d77886e2457
66e277e9-987f-4eaf-b592-74dda62de569,USD,true,3b59447e-e372-4580-8fbb-a3ac7bf26e9a
697df062-ca6f-4a32-b7cb-586dd59d4ba4,USD,true,cd72a38a-e22d-4615-89e4-050fc5d4eb48
6a716ae1-4989-4a80-a71d-33b5b857d0c2,USD,true,19779d27-c915-4340-ab12-9df24af55653
6c0b1e49-bade-4b9e-88a3-26f925aced07,USD,true,40b7281e-c8d9-4ece-80f5-44a5da4175a4
6e8de391-7472-4024-a9a6-e727270ba327,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
704cc4c4-a26e-4d10-975a-0108c11fa1e4,USD,true,4bd7fa3b-a165-4504-83b7-254f349e8a78
712337c3-75b1-4f20-bfc3-397df9b8c8be,USD,true,15d6b4fc-d9df-4a8f-8ecd-d842c0b400da
71540822-ee85-4401-a51b-dfcdbe1b3189,USD,true,cddcfc95-3f28-4d63-96b9-6b9c66d19646
71ba8436-ee8d-46e8-bb9c-e9b6a36509a0,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
7264ce72-1819-4e2c-9d7e-c4241696a540,USD,true,570f289e-50d1-4cc1-b0c2-8be499409c3f
72ad6cf5-9b06-4b28-9a4b-b876590f7d43,USD,true,993a851f-b21b-42e1-a482-302c0e983140
74ca7691-0cbd-4a84-ad37-705decf382f3,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
74ee5645-7807-45a3-84c9-6651642caff9,USD,true,1dd8095c-2446-4d15-a4d2-7624d20bc9af
76b2b0f1-dafa-4928-b89a-1520f0631014,USD,true,ec35f8a8-7185-4411-bfac-455925e268a6
7754c924-2977-4772-916e-07eedcf8a853,USD,true,398c169f-eb26-4bad-b2be-6a1560d1becc
7935399b-a438-4144-bdcf-0cad737f2d84,USD,true,bea6db2e-465e-481b-8ac7-cec7704b2bc3
79a910bd-6e05-4d14-85b6-22ed91f36544,USD,true,1dd8095c-2446-4d15-a4d2-7624d20bc9af
79e898bf-d5f0-49ba-8bec-ab3ac1722ad0,USD,true,1d0f9d8d-ef94-49d5-a163-f9f912353ab3
7a1c9d3f-a320-4847-aec1-cdc85a19c117,USD,true,8d4591ef-48eb-43e8-806f-9b54e8238bf1
7a38c8e1-fb66-4def-b79c-cc5cef27236d,USD,true,bea6db2e-465e-481b-8ac7-cec7704b2bc3
7b48521d-2287-44a7-9114-c6e98dded0e7,USD,true,cfb3ac8d-cc49-477a-a92c-f3ef91a8bb65
7b84cde0-c78d-4ae1-9937-f24dc667b523,USD,true,e59d9e37-d276-4bff-b5d8-783201843692
7b99a359-20f0-46fb-9692-510c4004ba96,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
7c60e295-da25-4ad2-938a-e594862d3f92,USD,true,993a851f-b21b-42e1-a482-302c0e983140
7c6fbbfa-5b2c-4fc2-8506-0a1b728ee453,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
7ce9791a-15bf-4468-88c3-8b66467eb1bb,USD,true,f35b469a-226e-4fc0-b8f0-5d1bbef81f06
7e5be136-916c-40a5-a2b1-c289fd2eeed8,USD,true,9d1c5824-116b-430b-8ba4-5213297cc5cf
7ef2afa4-12c9-456f-8503-0e34f3ff313c,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
7f7f013a-c81d-4c1d-b3a3-68d6ed2d918e,USD,true,993a851f-b21b-42e1-a482-302c0e983140
808d2763-c73c-44de-8bb8-09aa82b671be,USD,true,063347b0-c7d2-421a-8f37-46ab9bf26659
818d6b45-0e14-4538-9e8a-637ecaa3b8e6,USD,true,e3120399-5b63-4406-b854-f360ef6b0d3f
82320b89-dfa9-4286-a6fc-1611e698c2c7,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
842f5d1b-394d-4ddf-b945-5c21e55f193b,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
849eb067-81a3-47c6-ba90-1b6f03c02b28,USD,true,993a851f-b21b-42e1-a482-302c0e983140
84fd37c9-d1d7-4f92-a060-696a3834e448,USD,true,93df59e4-d10c-40ab-8280-b7eae42ed865
8504b36d-9b22-4273-989e-9d96b789054f,USD,true,3aed0f3b-0b0c-4039-ab7c-bcf6427f1d97
86999ea3-d8f3-465b-a67a-7aba48bc555c,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
86c1f48a-3c20-42ea-9043-fc3b8c5bf60e,USD,true,0d2df732-8c26-4d72-b72f-653b93aefca6
872e9c70-8842-482e-8042-0b5a48f49447,USD,true,15d6b4fc-d9df-4a8f-8ecd-d842c0b400da
87bf826a-84ce-4a3b-833c-25c085c6e6a4,USD,true,af80886b-2038-46f3-9c4e-7f7b92a950ed
87ff45b3-80ca-4f38-a7ef-b08c047f1941,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
883512fd-76e9-4e8d-9962-1810287c7296,USD,true,847380c6-6983-4883-a802-65c3204f8dd6
8969162a-d5aa-4fe2-9510-3a7a8697caab,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
89700e15-264e-4d91-8492-e108c61ca3cd,GBP,true,a0dfc21b-33c0-4c2a-bba9-b4b67e6dd156
898a49d7-f5fd-48fa-bf40-be26200e15c2,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
8a330151-6415-4b3d-994b-7d445fdc2c19,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
8b1dca49-a077-41ba-8894-41a62ce5e8ad,USD,true,e59d9e37-d276-4bff-b5d8-783201843692
8bc30f3b-008e-4a65-86e1-9febc8815a11,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
8d40ef24-e196-4c7a-b2ae-f0b69d5991a0,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
8d51b121-eaca-4324-8883-806720e2502a,USD,true,cddcfc95-3f28-4d63-96b9-6b9c66d19646
8ddb54ef-fd18-4ecc-b70e-d96a8d126122,USD,true,b921d64d-85fb-4a9f-8619-44ca085f0bf0
8dfd0935-c604-4b94-8bca-21de6caf18db,USD,true,8d4591ef-48eb-43e8-806f-9b54e8238bf1
8fa2eb7c-4a92-4faf-87c0-34c38c2ee847,USD,true,e2756d92-37c2-4044-9604-ae387d5cc33e
8faa32fe-7d98-4724-89a4-d35c72162fef,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
915333bc-d91e-46f8-8a65-4871784877ef,USD,true,96402622-9a41-48bf-9c28-acffadf65843
919bc520-dfd2-4b8e-a5fc-78c47c326e24,USD,true,63ba7339-f2f6-4c7b-a13e-e255c98fa7b1
934e16c8-4c43-4441-941b-e884516c117c,USD,true,82ad1d85-4f54-4e6b-a132-62be3c3f9512
93c14041-849d-49ba-9222-96dd346fba5f,USD,true,206d84dc-e484-4a6c-874a-a794a2e92acf
94171fb7-18d1-4601-b65b-46a0709c8021,USD,true,96402622-9a41-48bf-9c28-acffadf65843
944ff061-46a3-4d86-9593-135d8685f94d,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
968fa224-6479-45a9-a3a6-3731bf322210,USD,true,71bdcd70-3c5b-44a7-949f-108b4fb6fa36
971738bf-ee32-4858-92c2-44d94f7fc080,USD,true,0d2df732-8c26-4d72-b72f-653b93aefca6
9740bc0f-9e70-4ee4-b56f-13e13b00b646,USD,true,7a4142a7-03fa-4ae0-83fe-b53bd8145c87
977ae4ac-5c23-4b7c-973a-8cd51b8596be,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
97890992-10ae-408d-91e2-c5a1ea9f96fd,USD,true,3963202f-0829-4ae7-84c0-07539575cc2e
97bda35e-d0e0-477a-8389-5f611656374e,USD,true,01a61da5-e0bf-46dd-9729-a0ffeafbfd74
994b2222-2180-44d4-a591-8e6116dfa42a,USD,true,6a92398e-ef59-40d5-80a7-8128347765ea
997aac3b-3b6c-4afb-8b62-69e47e246c9c,USD,true,e59d9e37-d276-4bff-b5d8-783201843692
9ae37e45-5650-4e4f-be94-14a940c3c9d6,USD,true,e891e8a1-d2bb-425e-aec5-d9dc42972b61
9b661b21-fcc1-47bc-aba7-019be547054f,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
9bf9417a-b6fc-4e97-81a2-6240063ac380,USD,true,252034df-c1ca-4228-b435-907644a5da16
9d83cbd1-3be4-4a7f-8cbd-7c450b24d59b,USD,true,0d2df732-8c26-4d72-b72f-653b93aefca6
9da38b9f-1a49-4fbc-ac55-e5fb51f83955,USD,true,9c941494-5258-4fc6-b8cd-0c162cbac81d
9db167c0-c244-4967-b45c-bccdea696ee3,USD,true,86bb6ccc-d41d-4d6b-857b-58bc7c29546e
9ec18f2e-47dd-405b-b217-84a1b66fb66b,USD,true,96402622-9a41-48bf-9c28-acffadf65843
a23f8e73-2412-4c86-bd9e-d77d0c375973,USD,true,bc025614-a774-43b6-9fef-e090d8ae0455
a4689946-8ddd-45fc-af28-e1207dade710,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
a4972238-7af3-4182-9dcc-adf744217b7c,USD,true,a5afbfd6-5a64-4a0f-94af-609ce6267962
a4d50893-5cc0-4e69-b2b4-92fd1ed3bd52,USD,true,b921d64d-85fb-4a9f-8619-44ca085f0bf0
a5ce5418-ebc2-486a-aa67-f5491a18caca,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
a87b0a01-baa2-4317-a569-f397c0281637,USD,true,4a17f8e6-a96d-4317-ba0a-7de3349bbf0b
a93b5d5b-d29c-460a-b18f-154965ee203c,USD,true,cd7c8ce1-c647-46a6-bd86-709667283ba7
ab0c0b7e-74ad-44ec-a618-546ab970b26d,USD,true,cfb3ac8d-cc49-477a-a92c-f3ef91a8bb65
abd5741d-d4f5-46c4-a647-77cd6d3565ec,USD,true,236e5754-ac91-46be-86e6-4b8f72f4b96d
ac554345-e1ed-40b1-94c1-ceaec524254b,USD,true,a9795019-7c0f-4af8-ace5-8699ee639ec8
acf065c5-c508-4ed6-b274-86d6f2cd75f5,USD,true,993a851f-b21b-42e1-a482-302c0e983140
ad160d0e-5ada-422d-b36b-237f231d044f,USD,true,b2f08cdd-5d46-4efa-b330-479901615542
ad2c8ec4-ccca-47e7-84a6-9bbdb50ea148,USD,true,993a851f-b21b-42e1-a482-302c0e983140
ad8a4edf-dfb5-4046-8b35-f5ef4659157d,USD,true,2debf206-1675-499a-a614-f505b88cc992
ae5e4628-3c53-4b8f-8283-a59ca039c816,USD,true,095f3e59-b3aa-4017-96c1-98f79b1b1545
afe8324e-c088-4544-bfad-8e17d667181f,USD,true,751bef9f-d1b8-42f0-86c7-e16a55346f68
b03581bf-2686-408d-97fa-8557af320ea0,USD,true,e3120399-5b63-4406-b854-f360ef6b0d3f
b0ad3a5e-3692-4b16-be9c-1351249ebf6a,USD,true,783cc659-7349-4679-9d78-530ad3c25082
b1a49562-c271-4766-8e44-a26d666c5a80,USD,true,4d2234a8-1d1f-4808-9a6b-8bf6920abfec
b21f73e3-825d-4955-9ac6-c2e7297a39ec,USD,true,3ff92724-bae6-4595-a051-b0a2cd312d16
b2a9a616-4424-426c-964a-31f7a1a63b52,USD,true,19d6784c-af0d-418d-8cc7-ef7f4773c513
b321561b-e536-4c16-8f79-41f67a08ae87,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
b37dc782-1211-4c04-94c4-0c63664f2aa1,USD,true,6900980e-13f4-414e-a0a6-398bcfa70ae2
b5bc64ac-be57-49f3-8e42-7d388caed75c,USD,true,93b5c432-780c-44ed-a971-66e0e14b3f5b
b66d28ad-281e-4492-8d0a-f77c392c16f2,USD,true,993a851f-b21b-42e1-a482-302c0e983140
b675e204-3214-435f-8915-2b371bedde95,USD,true,9c941494-5258-4fc6-b8cd-0c162cbac81d
b7e340b0-7a36-4b86-8bde-3d83cf19038e,USD,true,993a851f-b21b-42e1-a482-302c0e983140
ba5d07fe-48d9-48fd-a152-0328ef8579f9,USD,true,429d72c1-066d-48ef-a392-42307c890e76
bc189683-4f49-492f-8e78-e418980beaab,USD,true,d1940fda-1ab6-4cec-a6fc-c5a12ca567b4
bd205df6-457e-4812-a44c-470a0834552d,USD,true,814921db-638d-4741-afd4-aa74e597357f
bdcbc1d7-d8c2-479a-878b-1f17205f0e01,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
be0bee86-009f-4380-ae06-474c06d8f029,USD,true,ff4caad8-a1b9-4bc3-8566-20b3c0030370
be514495-bd95-4c23-9cb6-26ebbe0f9ffc,USD,true,252034df-c1ca-4228-b435-907644a5da16
bfa6527d-5d9d-4d99-9666-dc634046a30c,USD,true,918193fe-95d4-4e34-a07a-b37288a08b8e
bfcf5566-67cf-424f-ab70-2f966398d92e,USD,true,1d0f9d8d-ef94-49d5-a163-f9f912353ab3
bfe6796c-d747-44c1-be36-44289b72a779,USD,true,814921db-638d-4741-afd4-aa74e597357f
c2b791ca-7464-4af0-b9ca-30e0588efff0,USD,true,53e0386b-a909-4293-837c-b5fbc4ac5d6d
c3bbde21-80e0-4163-8405-383385d4dab8,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
c4cde6bc-bdf8-4253-a367-2bee17e93d9e,USD,true,cd7c8ce1-c647-46a6-bd86-709667283ba7
c4d8d684-77e4-44db-bbf6-479e3c54ac48,USD,true,77914317-6c3b-4850-86ff-ed4ac3ddb6d2
c585bd0c-5312-4a06-9f8f-9b202f493453,USD,true,1dce5a56-aaa0-4e02-92a4-8e45c275ed23
c655196e-c2da-4b2f-a997-2b3af8e2d3b9,USD,true,83005749-6ab8-45f9-81d3-3c376c596d4f
