"Guid","CurrencyIsoCode","Name","SBQQ__ProcessInputID__c","SBQQ__QuoteId__c","SBQQ__Value__c"
28c1ceff-282d-48f7-9f35-76080b9d6bda,USD,a0Z3h000001ObPb,e125e8cd-f7a7-4256-b3ee-df8110fc5105,22da9edb-38a2-4c88-976d-575691f5b5b0,End to End Solution
28c8b527-a652-47ab-ae65-08d4bd9a57d6,USD,a0Z3h000001Obll,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,7ae74709-90d3-43e8-994c-4e5a2b1a47cb,Yes
290149a3-23ba-4275-80b2-be4202f135fb,USD,a0Z3h000001ObUT,6a54c1f0-a28f-4de3-bc12-c59cf54af3f6,b4d3b2d7-33f8-4d15-8a4e-9997b00ff761,"#N/A"
29141c8d-e05b-4dbf-b572-712eaa989372,USD,a0Z3h000001Obh8,a8df7b8f-1023-42a0-842e-436eabeeb27c,e3e1ad7a-2a11-44c7-a4e9-c6b1ab160913,Enterprise
291ebf36-abf2-44a0-ad46-4c2a3a4c4908,USD,a0Z3h000001Obmu,a8df7b8f-1023-42a0-842e-436eabeeb27c,68be034c-0304-419a-b11c-ca8e22c2588a,Enterprise
29234263-c947-4acd-8372-ba1b4ed73630,USD,a0Z3h000001ObvQ,c047f834-b2c1-408a-9cab-7a74498da371,e9d37805-96d1-4aa0-ba2e-d4c0606f5f87,Database
29298ced-21bd-42b8-b23f-5653db3efc2c,USD,a0Z3h000001Obbu,a8df7b8f-1023-42a0-842e-436eabeeb27c,6bf621a8-ab49-4e71-a5d1-f93b28f585b7,Enterprise
29368b52-f524-487b-ae7f-aa352bdc186c,USD,a0Z3h000001Obu8,a8df7b8f-1023-42a0-842e-436eabeeb27c,3a23eb0a-1287-4368-becb-d45ce9346939,Enterprise
29aa97e6-a7b7-46a4-a421-3db0b71271dc,USD,a0Z3h000001Oboc,a8df7b8f-1023-42a0-842e-436eabeeb27c,2a5b8c58-d9de-4710-9df4-f856835b6601,Enterprise
29b96ecf-9a0c-4047-8737-4efd6c76e7b1,USD,a0Z3h000001Oboa,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,2a5b8c58-d9de-4710-9df4-f856835b6601,Yes
29bd5457-b47b-4308-b98a-ffb932dbafbe,USD,a0Z3h000001Obv9,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,3501fa66-e477-427f-8369-8be7ac229cc6,Yes
29c78e8e-479e-4ad8-9f94-3f560b8ab903,USD,a0Z3h000001ObPT,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,cc12c88e-44e9-4ac4-9e11-722455cb76bf,Yes
29d05159-4d20-440d-87ba-bb08e0929d31,USD,a0Z3h000001Obwy,5a924da1-7c8f-4827-b96c-3946f5265e0c,2ae653d5-ae10-45b2-af04-a4a14dcbf00c,"#N/A"
29dbe535-a34f-4f87-9c54-24ddd6d871b2,USD,a0Z3h000001ObcI,e125e8cd-f7a7-4256-b3ee-df8110fc5105,a7ae82c5-e670-4577-8a90-b767e7a9f95c,End to End Solution
29e455db-8f50-41f5-b9bb-2e49ac6aea4f,USD,a0Z3h000001ObbB,e125e8cd-f7a7-4256-b3ee-df8110fc5105,4e3cbfd6-f6c9-4fcb-a5d4-fe0ba0801e1b,End to End Solution
29e71494-94cc-4c30-948e-e977ac23b572,USD,a0Z3h000001ObRv,a8df7b8f-1023-42a0-842e-436eabeeb27c,a02cd293-8139-4150-8356-c118a5c4e67a,Enterprise
29ea26b9-80e2-4f97-8b65-c8ff26590e27,USD,a0Z3h000001Obs9,e125e8cd-f7a7-4256-b3ee-df8110fc5105,b9051945-db4c-4628-88e3-2b66c7c92661,End to End Solution
2a01d71d-67da-44b3-9dbf-fbc316d93dda,USD,a0Z3h000001Obpg,92259a4a-c4df-4ba2-897d-b1fef2f3d26d,4690035a-947a-4ec7-8d1c-9c4fd36d35fb,"#N/A"
2a0927c8-3c40-4298-acee-f57d023a056e,USD,a0Z3h000001Oc0A,e125e8cd-f7a7-4256-b3ee-df8110fc5105,cb44a1eb-8ab2-4b14-be64-d5dd27c54cc9,End to End Solution
2a2dc9cb-965e-49bc-b6a3-cd289443eb82,USD,a0Z3h000001Obal,386e73f3-5005-4517-ad1a-c56ec8d7b669,90d5a165-0f3c-4e77-a084-79fc2623ea7c,"#N/A"
2a571a3e-4c67-4a42-9a74-d2f6ae315cfc,USD,a0Z3h000001ObZM,e29f80e6-ba58-428b-843c-973618ae6ea3,b341a35e-cb53-4544-8aff-b640f4cf849d,240.0
2a59624c-799b-486d-aa5f-e34e09a5b470,USD,a0Z3h000001ObYa,c047f834-b2c1-408a-9cab-7a74498da371,bcaf9f0b-04a9-4847-bf8f-d3b2209b3275,"#N/A"
2a5b0c3f-754b-4f3b-b44a-1592d2756744,USD,a0Z3h000001ObUd,a8df7b8f-1023-42a0-842e-436eabeeb27c,8ef89f73-0f4f-471a-89ae-1c4f7cbcbeb1,Enterprise
2a5bdafa-f2ec-42ce-8999-bf45c5157ad0,USD,a0Z3h000001ObiN,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,f1a2d563-5dd6-4983-83fd-5736cb795b26,Include Professional Services
2a6f7273-e093-4cef-9cc8-804929345a90,USD,a0Z3h000001Obvm,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,7541ef42-2ab7-4165-9d41-4929ead9ac6e,Yes
2a6ff5c6-2810-4d91-9d8c-eb104d28e821,USD,a0Z3h000001OblA,e29f80e6-ba58-428b-843c-973618ae6ea3,4b5e764c-a1d8-41c2-ab73-542fedc48aa4,240.0
2a70a09e-61d2-4892-9f0d-5e12249860b4,USD,a0Z3h000001Obaq,a8df7b8f-1023-42a0-842e-436eabeeb27c,93f0d58d-e6f9-4838-9640-5add37e80ee1,Enterprise
2a7ae370-7b45-497f-879c-7fef5a282b65,USD,a0Z3h000001Obkd,e29f80e6-ba58-428b-843c-973618ae6ea3,ee5ad6e2-0783-423a-be44-eb06a2e26be9,1.2E+7
2aabaa0c-a907-4d6c-b894-7cc23c7fbf27,USD,a0Z3h000001ObP4,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,09baed0e-f862-469f-8c95-ba2faf474d9e,Yes
2ab23b33-a490-42d8-9ebb-231a692f6a33,USD,a0Z3h000001ObMm,a8df7b8f-1023-42a0-842e-436eabeeb27c,6717557a-6ac6-4b33-b79c-a577cf64e74a,Enterprise
2ab5a0c8-3b00-46be-90f3-42752793646e,USD,a0Z3h000001ObfC,e125e8cd-f7a7-4256-b3ee-df8110fc5105,301d4eb9-4d8e-45e5-befd-f00db061e9a4,End to End Solution
2aed6e41-bcc7-4030-a5da-18add782900b,USD,a0Z3h000001Obf5,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,f46433b4-4f30-4790-a678-faf1fd5cf523,Include Professional Services
2b21bb2d-c71a-4f37-a2f5-78b1b7160c58,USD,a0Z3h000001ObWh,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,f9ffe73a-527a-4d84-9239-d28c68fe6b26,Include Professional Services
2b387012-ef18-43b7-ab5b-4c8f1149f4a9,USD,a0Z3h000001ObOR,e29f80e6-ba58-428b-843c-973618ae6ea3,1ff0ba44-2338-4a84-8e5a-399ffb4507fe,240.0
2b435680-36fe-4089-8e83-76cf1cebe779,USD,a0Z3h000001Obfp,e29f80e6-ba58-428b-843c-973618ae6ea3,afe2354d-2225-4a75-9838-6046261ecae4,240.0
2b661917-d5d3-449d-8b1f-566c1eeebcb6,USD,a0Z3h000001ObnW,a8df7b8f-1023-42a0-842e-436eabeeb27c,ca89989d-069a-4880-910e-bb7afeba7c99,Enterprise
2b736c74-985d-496b-8d1d-45be04d29c67,USD,a0Z3h000001Obs8,a8df7b8f-1023-42a0-842e-436eabeeb27c,ee6dee65-8be0-4e13-98da-0564b4c94609,Enterprise
2b8012d0-14b7-433c-988e-0d1f1aeac5ff,USD,a0Z3h000001ObxR,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,d16b92a0-689f-481a-8f77-26c6d59ff029,Include Professional Services
2bc4f734-905f-4a04-bde0-6b919e666a49,USD,a0Z3h000001ObOK,dbc0bcc2-6843-49b2-bbde-585a28f19b57,7e803a71-1ca4-4ccb-9d05-0a2b7dc9f1ad,Level 1
2bc7c284-3968-431c-82ba-c03b68a25b01,USD,a0Z3h000001ObdB,a8df7b8f-1023-42a0-842e-436eabeeb27c,bea6998e-a60c-4f34-b294-a5b31d2d5c12,Enterprise
2bd55a49-d8e9-4a2b-8244-831815a172d8,GBP,a0Z3h000001Obzt,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,40a0656e-f141-443c-b02d-9a8384353b44,Include Professional Services
2be4a395-5906-43d2-a5e9-21eb6831a30b,USD,a0Z3h000001Obgm,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,5a4d4952-e8c9-4b0c-a929-5f5ef16e40c7,Yes
2becac4c-db97-4a4c-9895-f1a0687730fc,USD,a0Z3h000001ObKa,e29f80e6-ba58-428b-843c-973618ae6ea3,3e7bbf28-305f-4771-9b95-b9b7982370fa,240.0
2bfe5bb4-15ed-42e4-999e-67f9f6637909,USD,a0Z3h000001ObfT,386e73f3-5005-4517-ad1a-c56ec8d7b669,3f928530-02fc-437a-b41e-6b7ac97b7336,"#N/A"
2c08b879-f05a-4c9e-baf7-6d882d37197e,USD,a0Z3h000001ObwO,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,69287b94-edf2-4725-a86b-d0c67252a617,Yes
2c0b1d4a-b810-4ee5-b713-5195587aedf9,USD,a0Z3h000001ObXu,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,04bbf3fd-140a-4444-b046-a92e2a1bc3bc,Include Professional Services
2c1a7c32-3944-4ed2-89cc-3fe67656fae2,USD,a0Z3h000001ObYR,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,b68d25a9-70cf-47c0-b4fd-480f357cdd9b,Yes
2c294044-fccf-4861-b900-c599450869e4,USD,a0Z3h000001ObnZ,5a924da1-7c8f-4827-b96c-3946f5265e0c,ca89989d-069a-4880-910e-bb7afeba7c99,"#N/A"
2c335245-e5db-48c4-a8a2-192245a12411,USD,a0Z3h000001ObMP,dbc0bcc2-6843-49b2-bbde-585a28f19b57,272a664b-c131-45d4-98f0-4de9a87db273,"#N/A"
2c34f59c-e4a6-46de-8410-54253e5151b4,USD,a0Z3h000001Obno,a8df7b8f-1023-42a0-842e-436eabeeb27c,43bf4db6-d285-4d6e-a1e3-a17a751c079d,Enterprise
2c4151de-0668-4410-b5b7-2de436f09113,USD,a0Z3h000001ObjG,5a924da1-7c8f-4827-b96c-3946f5265e0c,af7b71e8-1c96-4933-819a-cd083f9f9f2a,"#N/A"
2c452a51-a5db-430d-b200-c7a8569069b2,USD,a0Z3h000001ObaV,e29f80e6-ba58-428b-843c-973618ae6ea3,ae45ca65-f464-427a-8d12-923918da53b4,132000.0
2c504a5c-69ca-48d9-b805-7cf3dd5fd562,USD,a0Z3h000001ObZq,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,a4c3c811-29cd-4996-9548-1ea8ad1a8972,Include Professional Services
2c730a3f-5443-49c5-8acd-8e3b9f3c7723,USD,a0Z3h000001Obq3,a8df7b8f-1023-42a0-842e-436eabeeb27c,30e11c42-16fc-4311-ba3b-7d5a53da0f46,Enterprise
2c9f9cef-2f34-4cfa-b4f4-b1a2cb6fb947,USD,a0Z3h000001ObVk,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,1135fed1-b951-4915-8b5e-1b4126678beb,Yes
2ca5c09f-7aba-4a4d-8e69-a9a939eb0354,USD,a0Z3h000001Obrl,e29f80e6-ba58-428b-843c-973618ae6ea3,f4d6de7f-cc9e-4ab6-b4e4-5ed848fd5cd6,850.0
2cbf1beb-ceae-4a62-8f46-f334806f3713,USD,a0Z3h000001Oblq,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,edb679a6-bd29-4c7c-8d12-b2fefc5857f9,No
2cc74ecc-c552-48fd-8a9f-c80e6ef87ee3,USD,a0Z3h000001ObaT,6a54c1f0-a28f-4de3-bc12-c59cf54af3f6,f94735a5-e55e-4fa8-8cc9-9726b5c74df0,3.0
2ccb803f-bc8d-4c57-b13c-f9415f7cd0f2,USD,a0Z3h000001ObMD,e29f80e6-ba58-428b-843c-973618ae6ea3,10186267-e972-426b-a8bd-4f2a29e5e9f4,240.0
2cd6eb3a-664c-4ee2-9e98-b13760b8f107,USD,a0Z3h000001ObuP,e29f80e6-ba58-428b-843c-973618ae6ea3,c6318414-d768-4dd1-b1ab-6b2851a82333,400.0
2cef2fe9-113c-4dd2-9a6e-bd210fbe2bfa,USD,a0Z3h000001Obgz,e125e8cd-f7a7-4256-b3ee-df8110fc5105,20574a65-7a73-4d06-b82f-d68d96a0e773,End to End Solution
2d2a1f60-a8fc-4dba-b015-21908e926089,USD,a0Z3h000001Obbh,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,9e365c4c-aa6a-4cfd-8097-f18dd5148fe2,Yes
2d39fb0c-09d4-4cca-abcb-b045d9240359,USD,a0Z3h000001ObS6,e125e8cd-f7a7-4256-b3ee-df8110fc5105,ebeaf30b-7092-4b6c-919c-81e59395250d,End to End Solution
2d3b1732-88b2-46ee-943e-7d3cb8a5697e,USD,a0Z3h000001Obeq,6a54c1f0-a28f-4de3-bc12-c59cf54af3f6,d72d03e6-58cc-496e-845e-8d05a6f0e7f4,"#N/A"
2d3eab0d-32f0-4216-96b3-60f70314a9c7,USD,a0Z3h000001ObSU,a8df7b8f-1023-42a0-842e-436eabeeb27c,efd0ee3c-726b-4d09-98df-b9131c45f4a7,Enterprise
2d4ebb92-3152-4422-80d3-71498f6a1cd8,USD,a0Z3h000001ObZa,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,d3008137-7178-4b2c-a827-dd1d7658ee4e,Yes
2d74d874-fc99-4357-8db8-88076de87a16,EUR,a0Z3h000001Obkw,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,c3f49b03-034c-4010-988c-e6ebe6d61666,Yes
2d77d34c-c528-4467-b683-3323b4432fd7,USD,a0Z3h000001ObdM,e125e8cd-f7a7-4256-b3ee-df8110fc5105,309b4c75-673c-4f86-a761-6d5fe86a9fb0,End to End Solution
2d78e63a-35a9-4801-8f0d-fd5330cb7f30,USD,a0Z3h000001ObUM,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,b4d3b2d7-33f8-4d15-8a4e-9997b00ff761,Include Professional Services
2da60566-814c-47cb-ad38-4cd08ab7b1c5,USD,a0Z3h000001ObcR,a8df7b8f-1023-42a0-842e-436eabeeb27c,e4339b0e-105d-495c-a87e-142bc1170f09,Enterprise
2db88821-127a-401c-a3e3-d0f3ac814b92,USD,a0Z3h000001Obl3,a8df7b8f-1023-42a0-842e-436eabeeb27c,34838aa7-c4b4-4e03-8f86-735ddc90274c,Enterprise
2dba4433-7c7c-446f-bed8-fb3df26de026,USD,a0Z3h000001ObRG,a8df7b8f-1023-42a0-842e-436eabeeb27c,1de5e8d0-208c-4424-b01a-0749f3eb648e,Enterprise
2ddd019d-3662-4617-a32c-d8d0e4e3c8f8,USD,a0Z3h000001ObZG,e125e8cd-f7a7-4256-b3ee-df8110fc5105,04477c1b-aef0-4668-bc61-440f3cf9c319,End to End Solution
2e3e8b78-2833-492a-9b3a-871abd5fb097,USD,a0Z3h000001Obbp,e125e8cd-f7a7-4256-b3ee-df8110fc5105,6bf621a8-ab49-4e71-a5d1-f93b28f585b7,End to End Solution
2e4b1e1b-c2fe-4ae8-a403-e2ff425e9056,USD,a0Z3h000001Obnl,e29f80e6-ba58-428b-843c-973618ae6ea3,43bf4db6-d285-4d6e-a1e3-a17a751c079d,350.0
2e9ed391-5781-4023-82b7-7adb05789cb5,USD,a0Z3h000001ObLz,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,a66ecd5d-9a99-4290-886a-9bb0c5839c4a,Include Professional Services
2ec0ab64-e47c-4480-b9db-f986762fb16f,USD,a0Z3h000001ObwP,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,69287b94-edf2-4725-a86b-d0c67252a617,Include Professional Services
2ecaef9b-c853-4507-a663-051fa4316b47,USD,a0Z3h000001ObSY,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,6b871c06-9bc6-4f09-acad-f4adcbd3a362,Include Professional Services
2f05a8c3-daa4-4d76-b2f1-c533063df2ef,USD,a0Z3h000001ObU1,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,44434fd3-267e-47c4-9255-dc503b0cb443,Yes
2f1a8b44-0db9-40cf-93ca-af3f1eddc4e7,USD,a0Z3h000001Obtv,92259a4a-c4df-4ba2-897d-b1fef2f3d26d,4f977f4b-9c43-433b-8f0d-c939a48614fb,"#N/A"
2f30c02a-0081-45e3-8443-4a0aacfa2a6b,USD,a0Z3h000001ObeV,e125e8cd-f7a7-4256-b3ee-df8110fc5105,4176c010-468d-496b-a582-b08ba1130a50,End to End Solution
2f432b40-f471-449a-a110-c675802489cc,USD,a0Z3h000001Obei,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,d72d03e6-58cc-496e-845e-8d05a6f0e7f4,Include Professional Services
2f739bf3-f2d4-4227-8367-660a888084cf,USD,a0Z3h000001ObgO,6a54c1f0-a28f-4de3-bc12-c59cf54af3f6,0996c1ca-df5d-4cf6-909a-e0020d46bb06,"#N/A"
2feb9dc0-e078-4ce9-8635-82420b517e4d,USD,a0Z3h000001ObSI,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,8867fa0e-ecc4-481e-9cd4-450e90c21973,Yes
2fec6c4f-d451-42cb-b66f-5969f92f825d,USD,a0Z3h000001Obqc,e29f80e6-ba58-428b-843c-973618ae6ea3,d9b622dc-d391-4e9a-a41a-896157c88f8f,350.0
2ffb8c69-45e8-4de3-88a2-3cdcb4b9cf3f,USD,a0Z3h000001Obd8,e29f80e6-ba58-428b-843c-973618ae6ea3,bea6998e-a60c-4f34-b294-a5b31d2d5c12,200.0
2ffba17e-46ca-4b8a-8ee3-c31ec8b10e26,USD,a0Z3h000001ObwG,a8df7b8f-1023-42a0-842e-436eabeeb27c,a7b0a424-1deb-4b6a-8ad0-f2b41c50b0f5,Enterprise
300f832d-ee99-4298-a8c2-18480dcbaaee,USD,a0Z3h000001ObbV,e125e8cd-f7a7-4256-b3ee-df8110fc5105,f0043565-2dd4-4493-8c5e-08849d5a1f00,End to End Solution
30261d0f-8544-405f-ac08-739eab8e54c5,USD,a0Z3h000001ObP3,e29f80e6-ba58-428b-843c-973618ae6ea3,09baed0e-f862-469f-8c95-ba2faf474d9e,240.0
303f22bf-4305-4c0a-a126-f86dd367a473,USD,a0Z3h000001Oc0n,a8df7b8f-1023-42a0-842e-436eabeeb27c,0b1a98ec-391c-46df-be4a-a812e68df43a,Enterprise
30682cb8-2dfc-44f6-b6aa-3cad4bf3b2de,USD,a0Z3h000001ObWm,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,093189c0-bf85-46ae-ac7e-4f3180c17fc1,Include Professional Services
30aff324-7940-47ea-abc9-ea6d259f5627,USD,a0Z3h000001Obkk,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,3035ee31-7685-42e0-b263-1f2a3cff0669,Include Professional Services
30b61362-56aa-417b-986a-b79194b236d6,USD,a0Z3h000001Objo,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,782bec0a-8c7b-4d48-bb4c-dc4f9fba81bd,Include Professional Services
30bde40f-3c3e-4738-926f-6a6980dcb474,USD,a0Z3h000001ObPI,e29f80e6-ba58-428b-843c-973618ae6ea3,971843d5-4a4b-4d0b-a132-4edf412c76b1,10000.0
30c54678-9915-4dba-84f7-3a90b7248d22,USD,a0Z3h000001ObMe,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,05e9617a-8d21-4ee4-99ae-b360393fadf0,Yes
30cee3c3-33b2-4d0f-8c7d-55b3c048eb82,USD,a0Z3h000001Obii,e29f80e6-ba58-428b-843c-973618ae6ea3,c4d503d4-5ab8-4353-9a12-5612314c8410,87200.0
30dcc7f3-4af7-4918-a00b-c58802fca150,USD,a0Z3h000001ObTl,e29f80e6-ba58-428b-843c-973618ae6ea3,481519ed-a5ad-4979-84a8-d17069fa418b,300.0
30e0824f-a70f-498f-a73d-4492e7e564bb,USD,a0Z3h000001ObTR,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,955a72c2-6389-453b-9ee2-3959205d77b9,Yes
30fb6512-89d4-4640-b3c0-f50d6a35e411,USD,a0Z3h000001ObOT,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,1ff0ba44-2338-4a84-8e5a-399ffb4507fe,Include Professional Services
311de631-f316-499c-a801-91f91e0e9747,USD,a0Z3h000001Obin,c047f834-b2c1-408a-9cab-7a74498da371,c4d503d4-5ab8-4353-9a12-5612314c8410,"#N/A"
315f3d1b-b94f-4fd0-9642-88fcb24e604f,USD,a0Z3h000001Obga,e125e8cd-f7a7-4256-b3ee-df8110fc5105,6a530dfb-15de-42ec-bc07-6a3370f1853c,End to End Solution
31693e99-b23b-421f-9cf7-73cfea845f52,USD,a0Z3h000001ObvG,8275de25-8fa9-4375-8ea5-630329195145,d1ad7ff9-8e57-4681-8d40-991553c8c567,"#N/A"
3175f9f8-b8f1-437e-867b-69fa69b7c06c,USD,a0Z3h000001ObSx,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,b276d938-4c5a-41ee-ad9f-2deb38cc13b6,Include Professional Services
31881d71-afd0-4334-ab0e-d70317973861,USD,a0Z3h000001ObS9,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,ebeaf30b-7092-4b6c-919c-81e59395250d,Include Professional Services
318d20b6-3362-42a1-b20c-929b967e91c6,USD,a0Z3h000001ObuL,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,f01ab6a3-4d8c-4457-985b-c55ff20d3edb,Yes
3199ac95-f620-4855-ac62-ba33ee38db1f,USD,a0Z3h000001ObOl,e125e8cd-f7a7-4256-b3ee-df8110fc5105,47baede6-25b6-474f-921f-5e852e57596c,"#N/A"
31b3ba11-2e4d-4fd4-9ee1-38bae1c85171,USD,a0Z3h000001Obj3,a8df7b8f-1023-42a0-842e-436eabeeb27c,418a5462-2fe2-4f1a-8cc9-900b27a3c7f3,Enterprise
31f34b1d-4ca2-4a2a-9b55-aca4f0645ef1,USD,a0Z3h000001ObjC,71eab359-c2b4-4154-b16b-ec3b6d6a8dce,af7b71e8-1c96-4933-819a-cd083f9f9f2a,Include Professional Services
31f7fc55-ffd9-4b6d-bb52-d62d927f0ca7,USD,a0Z3h000001Obw7,02cf713a-9c9c-4f13-80aa-8c95c6bf0f64,53611213-0db4-490b-9470-57c7f7050f42,"#N/A"
320eb28f-7cd5-4f7e-8c52-385e70a924cd,USD,a0Z3h000001ObQA,a8df7b8f-1023-42a0-842e-436eabeeb27c,f6fd786c-d2c8-466b-b199-6bfe50eaa1a1,Enterprise
3214f1de-1c14-42c6-8096-c53a419e7847,USD,a0Z3h000001ObqJ,e125e8cd-f7a7-4256-b3ee-df8110fc5105,18e36899-5995-4cf1-90b0-5fab4962439b,End to End Solution
323c5373-25cf-4a4d-8d7d-0fb2756294b6,USD,a0Z3h000001Obbv,e125e8cd-f7a7-4256-b3ee-df8110fc5105,8b045e69-f275-4ec2-aa95-e621328a4f6a,End to End Solution
3256eff4-f229-46e9-b841-fd47ed7ef5ad,USD,a0Z3h000001ObkG,6a54c1f0-a28f-4de3-bc12-c59cf54af3f6,808cb464-1a36-453a-b579-08d122707e0e,"#N/A"
328427e5-ae0b-4599-bf1e-fbd5b1be99c2,USD,a0Z3h000001ObOh,dbc0bcc2-6843-49b2-bbde-585a28f19b57,05de5082-7256-41c7-bede-297a95ca1ac4,"#N/A"
32888d23-121b-41f2-9c7e-f8bf583ea6f8,USD,a0Z3h000001Obg7,a8df7b8f-1023-42a0-842e-436eabeeb27c,393a129e-7d75-44c7-a408-5de1323c22cc,Enterprise
328a2ded-0801-4a4f-84f4-c9d42217b594,USD,a0Z3h000001Obd9,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,bea6998e-a60c-4f34-b294-a5b31d2d5c12,Yes
329a43d2-266a-4d27-bf95-4713b239eaa2,USD,a0Z3h000001ObbS,0e1c2cf1-69a9-4ab1-8044-82984de04d3e,70746026-1576-49b1-9961-9935284128a7,Yes
