"Guid","CurrencyIsoCode","Name","SBQQ__DiscountAmount__c","SBQQ__DiscountPercentage__c","SBQQ__LowerBound__c","SBQQ__Number__c","SBQQ__OriginalBlockPrice__c","SBQQ__OriginalDiscountTier__c","SBQQ__PriceModel__c","SBQQ__PriceSchedule__c","SBQQ__Price__c","SBQQ__TermDiscount__c","SBQQ__UpperBound__c","SBQQ__VolumnDiscount__c"
003f0a14-7c2e-45b7-a9c6-7813f33882bf,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",c319bef0-27e3-4251-9c3d-38e6e757f07b,Per Unit,92e0ca04-082d-4630-b14f-52bcd2b14ff6,99.0,"#N/A",250.0,0.0
00437053-d663-485c-bacc-4b383de91b52,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,dc852e6b-8435-44d7-b1aa-e1849db44df8,0.15,"#N/A","#N/A",0.0
00439a67-ffd2-42a1-a5e5-82636ff7f215,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,3c8ecb32-22ab-4832-b6c9-0f6125ba416b,2400.0,"#N/A","#N/A","#N/A"
0047d497-87ee-421f-b3c8-ba662159b9fb,USD,501 to 1000,"#N/A",33.0,501.0,2.0,"#N/A",7a9d554c-67b5-46f8-b412-e4d488c6d483,Per Unit,a983e9e5-b7bd-4375-bd26-d9ecd7007061,66.33,"#N/A",1001.0,32.67
004a3b7d-4268-47c9-8aea-0023217f50bb,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",720129b0-7001-4606-b1d7-75f8a93b105e,Per Unit,290c3332-cc58-4f78-94cf-a57be1a030df,0.75,"#N/A","#N/A",0.25
00534989-265b-4b31-bb91-a9a3043b9d39,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,e635c588-50d4-4d24-99c0-9c1f33c1584c,3000.0,"#N/A","#N/A","#N/A"
0054282a-0920-47fb-b735-17a81993b070,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,a975d22b-dc2a-4fca-9234-636d3d4222a8,5000.0,"#N/A","#N/A","#N/A"
005571bc-f950-49e6-abc3-d51597e0edb8,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,fc51fbde-7654-4ed9-a37a-667479da961d,1000.0,"#N/A","#N/A","#N/A"
00572244-b6c0-4f2d-8cee-77caee08d876,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,15da0c04-4f7d-40d2-9422-9cc752296c30,0.15,"#N/A","#N/A",0.0
00586921-c93c-48d4-a122-e8c704ad201d,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",41d144ff-8887-4fc1-b2c2-cda7790ed43b,Per Unit,beaea583-7985-4473-9990-8fdb65de3508,0.9,"#N/A",5000.0,0.1
0059589a-4947-42e0-bdd9-5fe9d6f92d3d,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",fbae8164-f76f-4a95-9d4e-b869be509353,Per Unit,caeaff1c-c102-4a62-8c1c-5082877f3b5c,0.8,"#N/A",10000.0,0.2
005d7e55-ecd0-4ab3-b255-5d4897b6522a,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,bb043c7b-9675-42d9-aab7-a4b7838c4e31,100.0,"#N/A","#N/A","#N/A"
005dfac6-fb3c-406f-9ea5-8c50c474ffce,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",720129b0-7001-4606-b1d7-75f8a93b105e,Per Unit,4244e25f-c6e5-4a28-94d4-6a2e5d345b7b,0.75,"#N/A","#N/A",0.25
00642868-7c8c-489d-9fa8-ed190f4c284e,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,819bbc4d-64c7-4ac7-b6d1-a03dfe9b8085,2000.0,"#N/A","#N/A","#N/A"
006477cc-0d73-4c10-9f06-5eba61426eae,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,100412ef-6ec2-47eb-8ff4-4773c484f830,0.0,"#N/A",1000.0,1.0
007d2850-f0fe-4f65-a10d-d59b6c91756f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,252f1473-8ec3-405d-8b78-ce92b7e5e641,4737.05,"#N/A","#N/A","#N/A"
00824a29-3ec4-4184-bb95-75ee3708d25f,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,ec7c0d79-f747-4b7b-903e-518588b1686c,1.0,"#N/A",2000.0,0.0
00854e1c-ba4e-477a-9ac8-96d5ea30ceb0,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",720129b0-7001-4606-b1d7-75f8a93b105e,Per Unit,04b31c1e-b30d-44ba-bedc-cbcdfab009b4,0.75,"#N/A","#N/A",0.25
00856dd7-fa11-43bc-a741-39371e645a30,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,c3bbd6b1-68e3-4899-809a-8a12d5edcc05,11250.0,"#N/A","#N/A","#N/A"
00856ea5-4870-45d4-b9c0-1fad1a421bad,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,3ae4cd6a-b5bd-449c-ad26-36723a3d672f,125.0,"#N/A","#N/A","#N/A"
00859c7b-7dee-4083-b417-547350ba49bc,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,80ca0ba9-c954-4d0f-9d61-f568dcb462ed,0.0,"#N/A",1000.0,1.0
00860278-e109-4529-bca7-3e83942a0a1e,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,40aac9a7-f545-418c-ba37-097c72d1b6b4,0.0,"#N/A",2.0,0.15
008bea6e-71ab-4aa5-afb8-2637cb5fb462,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",c319bef0-27e3-4251-9c3d-38e6e757f07b,Per Unit,ac997e63-4fa7-4f9d-ab6d-b8b5c526c416,99.0,"#N/A",250.0,0.0
008f0cb2-7d55-4371-a4a2-c7d0c15c3261,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,dc3e062b-e81c-4faa-aeda-f1854b571353,0.0,"#N/A",1000.0,1.0
0090d7a3-03a4-4119-bebf-5d30ee966108,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,dfaa53a0-f6e3-4045-873d-2837f8a0a55f,0.0,"#N/A",2.0,0.15
00996e81-d0cc-4e51-9783-259934bc5a2e,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,3911124c-7a63-4b40-acea-9647823604ea,90.0,"#N/A","#N/A","#N/A"
009a3c6f-4659-4f3b-a487-6bbe655ac125,USD,"Tier [9,999,999,  )","#N/A","#N/A",9999999.0,2.0,"#N/A","#N/A",Per Unit,55f8d89e-f403-4c2b-8d16-b117b05d1128,0.15,"#N/A","#N/A","#N/A"
009ae26d-4cc7-40b7-b3dd-882497b9d69f,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",c319bef0-27e3-4251-9c3d-38e6e757f07b,Per Unit,6f79777b-ed39-4328-bdfb-2cbdf009d900,99.0,"#N/A",250.0,0.0
009b022f-bdb5-480a-bcdf-141066afd9ac,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,f94bdf89-5430-4f9e-848c-a55bdc2c2001,716.15,"#N/A","#N/A","#N/A"
009cd801-047d-468b-8032-69b9c6d635e0,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",720129b0-7001-4606-b1d7-75f8a93b105e,Per Unit,dc453cd1-9a65-4989-a655-f8f10ed6c627,0.75,"#N/A","#N/A",0.25
009e131f-1d15-4202-8bb6-c11c890e5369,USD,Tier 2,"#N/A",0.0,2.0,1.0,"#N/A","#N/A",Per Unit,ce0660ec-6e96-44af-870d-be0e73b4c456,0.15,"#N/A",9999999.0,0.0
00a8c8e0-0ff1-4b72-a236-9eba38648219,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,4426f68b-48c0-4ad7-852a-df12b88f191c,12000.0,0.0,"#N/A","#N/A"
00a8fd81-2a63-4435-88bb-11a5b52befe5,USD,"Tier [9,999,999,  )","#N/A","#N/A",9999999.0,2.0,"#N/A","#N/A",Per Unit,a16e091a-ba05-4fa4-a6ad-ac4d08930c3f,0.03,"#N/A","#N/A","#N/A"
00aad5b0-55e3-412b-8f4f-2331b9725b83,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",fbae8164-f76f-4a95-9d4e-b869be509353,Per Unit,1e526ee4-a7d2-4e83-9c44-824624a3cc0b,0.8,"#N/A",10000.0,0.2
00b3e421-0906-48d1-9db3-b287634345e6,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,a0caa144-39bb-42d5-861e-11c2016e3d0a,12000.0,0.0,"#N/A","#N/A"
00b5a0e7-202d-410b-8e22-befcafd68d35,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,895b2f9f-a7bc-46fd-a56b-f02ea2c1d353,1.0,"#N/A",2000.0,0.0
00b7716b-871d-46c1-9778-938715b16c9b,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,45780836-8473-4efd-8009-dd286ae6567d,0.0,"#N/A","#N/A","#N/A"
00b9b485-4392-419f-a0a4-aea308893a32,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,7e511dba-d70f-46b5-88a6-dbe73134f9e8,1.0,"#N/A",2000.0,0.0
00bad19c-f925-4a1c-b73e-04f61adcd52f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,f1f53cfa-4431-41a7-93fa-910f44c2ad82,3000.0,"#N/A","#N/A","#N/A"
00c005e9-0ed8-48db-bcf8-4ecc3ea8ac80,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,0042e94f-0f75-44a2-970e-c48c8a3a2e3c,5000.0,"#N/A","#N/A","#N/A"
00c15791-027e-40c0-bdee-8c6eb53ec96b,USD,"Tier [9,999,999,  )","#N/A","#N/A",9999999.0,2.0,"#N/A","#N/A",Per Unit,e7b50c03-fd5a-4cb2-b67f-278551d6a86c,0.15,"#N/A","#N/A","#N/A"
00c26e68-a9cb-4bd8-84f8-11d4598a4b3f,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",acf3a7dc-f43d-44df-97d9-1fe8bdda9bf5,Per Unit,a441ee11-60c2-454b-a758-eceacc5b06ff,89.1,"#N/A",501.0,9.9
00c4fa0f-79dd-41a2-b560-6804991a7e8f,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",41d144ff-8887-4fc1-b2c2-cda7790ed43b,Per Unit,10858094-a570-4256-ac97-92894ada1d36,0.9,"#N/A",5000.0,0.1
00c57182-58f9-46f3-95fa-a281f6b0aa46,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,92185b94-adec-49d7-aa5d-5771f8901ee7,2000.0,"#N/A","#N/A","#N/A"
00c737bf-ab7c-4e09-a200-0fe12452778f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,648467fc-80ed-4d08-991a-3fc6c64a6953,50.0,"#N/A","#N/A","#N/A"
00c9e4c4-b0cb-4158-8328-7832114b846d,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",c319bef0-27e3-4251-9c3d-38e6e757f07b,Per Unit,6eb89abb-db28-4d6f-a478-26887163f6fc,99.0,"#N/A",250.0,0.0
00d2995c-afbc-458c-9ceb-c9992212e7e2,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",ebaba46a-c3d2-46d2-ab85-cbabe2f432eb,Per Unit,95c36d2d-688a-47d2-af37-f807a9cb317a,33.66,"#N/A",2001.0,65.34
00d3adc0-728c-446e-8347-18287a67d2b0,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,78ff70e3-486d-4704-89dc-0c7579eddeb1,0.0,"#N/A",1000.0,1.0
00d4dc90-9b72-4a21-a99f-5992b5995ba8,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,daab6647-d67f-403c-8e42-1fe94d750608,0.15,"#N/A","#N/A",0.0
00d64122-f4f0-41af-a36a-be1c04c4198f,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,40f0c053-dcb8-46dd-ba29-50d075170b4c,0.0,"#N/A",1000.0,1.0
00d68c89-7a65-4ed1-860c-515bf6f07661,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",fbae8164-f76f-4a95-9d4e-b869be509353,Per Unit,225087b2-c263-4800-b6ba-dd300106e856,0.8,"#N/A",10000.0,0.2
00d8465f-7eb1-48e5-aa1b-40db47915a05,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,f50d4c9e-cd7c-4c6a-aaf3-afc36c655dbd,150.0,"#N/A","#N/A","#N/A"
00d9be7f-1c7a-4c5b-aad7-c753261d5ddc,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,a1d9ef61-8239-43cf-9404-336d4fb7917b,10000.0,"#N/A","#N/A","#N/A"
00dcb02e-cce4-47f4-ab00-5e27bc0c5a34,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,11f14399-a2dc-430d-b063-045ff0f59491,0.0,"#N/A",1000.0,1.0
00ddf4df-6a62-4787-806f-351179eba0a9,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",41d144ff-8887-4fc1-b2c2-cda7790ed43b,Per Unit,41a0668d-a343-4b7f-a553-2ae5bd964755,0.9,"#N/A",5000.0,0.1
00de6173-2a95-4eb1-893d-e71eebdb870d,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",acf3a7dc-f43d-44df-97d9-1fe8bdda9bf5,Per Unit,6404e913-cc93-4b75-a371-e77989db20c1,89.1,"#N/A",501.0,9.9
00e0c630-c205-44c2-9b8a-20020927d2e3,USD,Tier 2,"#N/A",0.0,2.0,1.0,"#N/A","#N/A",Per Unit,823143b3-9609-464e-bed5-4280bd0d9209,0.15,"#N/A",9999999.0,0.0
00e29bb9-c2cc-4ff4-a53e-df7a52891339,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,290bb2fb-9ed4-4002-96ca-f5467d8b7c24,0.0,"#N/A",2.0,0.15
00e578ca-27e5-4945-9873-99c300de4496,USD,"Tier [9,999,999,  )","#N/A","#N/A",9999999.0,2.0,"#N/A","#N/A",Per Unit,23131b16-b390-47b8-ae7d-7f6d2ffd01f6,0.15,"#N/A","#N/A","#N/A"
00e604c7-fb5a-400f-9ec8-7b667ea2d508,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",acf3a7dc-f43d-44df-97d9-1fe8bdda9bf5,Per Unit,4eada180-2595-421e-a2ce-c4f1f559cab6,89.1,"#N/A",501.0,9.9
00e7d411-2ee5-4de6-bad9-42a7a258d78f,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",03b1599c-13ca-4197-9cc1-d43e0b5692c3,Per Unit,c56fbe9a-9864-48ba-8b60-d1e56d226c6d,29.7,"#N/A","#N/A",69.3
00f18274-8a61-4b92-a8cc-28e1f08852a2,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,dd115cb9-a12c-486c-97e4-1f7c4ea60f45,0.0,"#N/A","#N/A","#N/A"
00f6cb96-3215-4873-9219-f990b518fe33,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",03b1599c-13ca-4197-9cc1-d43e0b5692c3,Per Unit,cbb3ca89-5a28-4c37-8fad-a4b53da75755,14.85,"#N/A","#N/A",69.3
00f73163-a401-4656-a74a-54a03ebaec2b,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",41d144ff-8887-4fc1-b2c2-cda7790ed43b,Per Unit,cd81ba7d-ddb6-44a4-98ae-d3c4fd039ba1,9.44,"#N/A",5000.0,0.1
00fe1c91-dfa3-454f-ab67-9c486e608ec2,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,602b8923-437f-402f-b519-7f1cd667dec9,100.0,"#N/A","#N/A","#N/A"
01028c7a-0ba2-439a-84ff-215ae41d7440,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",03b1599c-13ca-4197-9cc1-d43e0b5692c3,Per Unit,6fe7260f-30a6-479d-875a-6919627495a0,29.7,"#N/A","#N/A",69.3
0103b018-9fb9-4221-bb0f-053835684644,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,b289f8e2-74fd-4468-81ab-8869e362c9d7,0.0,"#N/A",2.0,0.15
010728e9-10ba-4371-a6ea-d80ddd237449,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",41d144ff-8887-4fc1-b2c2-cda7790ed43b,Per Unit,9d163753-3d9e-4d88-bb27-eafba96e6989,0.9,"#N/A",5000.0,0.1
010750b1-2b3f-4d44-a1c1-f02a9613353d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,52c27b2b-b6d9-46c0-a073-f65ac1e84d08,172306.64,"#N/A","#N/A","#N/A"
0109c02f-c337-49ed-ab5e-17dfefddfe39,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,d6ae15b2-6613-489b-b63e-6c3f9e14a3ad,26.02,"#N/A","#N/A","#N/A"
010c4343-57ed-4639-bf8d-647d8b4ffcf2,USD,Included,0.0,100.0,0.0,0.0,"#N/A",d8630718-9283-448c-948f-65538a7deaa1,Per Unit,2dc29f3f-28e8-446f-b7f0-cae4502d66c9,0.0,"#N/A",1000.0,1.0
010d435c-7386-4801-8f28-91c6422dda2b,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,8c958215-fdad-4b33-a127-13b498056cf5,26.02,"#N/A","#N/A","#N/A"
010dac82-3155-45da-8db9-5192f8112610,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",4f97975f-71bc-42fd-9e64-f7fa4cb4df4e,Per Unit,4ddf0b78-7a17-4ca5-99a1-a222159e61a9,1.0,"#N/A",2000.0,0.0
010dc472-8eb3-449a-8192-597214bfa73f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,261adf58-fbdd-4bf4-9c70-3f8c122edbd0,3000.0,"#N/A","#N/A","#N/A"
01135cf9-2b60-4ab0-acde-3d03dc84f0af,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",acf3a7dc-f43d-44df-97d9-1fe8bdda9bf5,Per Unit,1d9e3930-82f7-4f5e-875f-e77ea4486548,89.1,"#N/A",501.0,9.9
0116792f-cc03-4e9f-b222-5a5a8ba1a314,USD,"Tier [9,999,999,  )","#N/A","#N/A",9999999.0,2.0,"#N/A","#N/A",Per Unit,32ac1694-fa52-40e7-9e3d-771838c3827f,0.15,"#N/A","#N/A","#N/A"
0116ea2e-1672-4b9c-bd27-bdcbf7886474,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",720129b0-7001-4606-b1d7-75f8a93b105e,Per Unit,4641e3e1-4867-43cd-b6ed-284da27ee510,0.75,"#N/A","#N/A",0.25
0117fa81-47d6-46e7-9a93-632d4188c2fc,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",720129b0-7001-4606-b1d7-75f8a93b105e,Per Unit,d9267db6-543f-460d-920e-5532a5cb5413,0.75,"#N/A","#N/A",0.25
011eef8a-1005-4a0b-8574-b22db029ef0d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,110458cb-03d8-4906-8f1e-4af0ce672ebe,16.59,"#N/A","#N/A","#N/A"
01229d32-e878-4eda-913d-a564151b7ee8,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,5696e300-e85e-4e7f-bf5a-33bb283df973,12000.0,0.0,"#N/A","#N/A"
01240458-1b37-4f5e-9b49-6d46bade032d,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",fbae8164-f76f-4a95-9d4e-b869be509353,Per Unit,656e8f06-dbb9-4358-9277-6d9b0d0351cf,0.8,"#N/A",10000.0,0.2
01252e0c-e343-4bce-9f11-1c0401d7223b,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,d83ac4bc-38e8-4fb5-bd8a-72ed04f351d4,100.0,"#N/A","#N/A","#N/A"
01254f67-1a2d-4c14-81a3-d3a6fc3810a2,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,349daeeb-f4e8-4166-8775-f24610480ce7,5000.0,"#N/A","#N/A","#N/A"
0126fc0e-c774-4175-9bce-ac9ffecc3133,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",c319bef0-27e3-4251-9c3d-38e6e757f07b,Per Unit,c5a9257a-0cce-43c7-aa0c-2b9c5060550e,99.0,"#N/A",250.0,0.0
