"Guid","CurrencyIsoCode","Name","SBQQ__Description__c","SBQQ__LowerBound__c","SBQQ__OrderItemConsumptionSchedule__c","SBQQ__Price__c","SBQQ__PricingMethod__c","SBQQ__ProcessingOrder__c","SBQQ__UpperBound__c"
02189db9-2bc2-4aa2-8779-9fa0104b2a35,USD,R-000001,"#N/A",1.0,3cc5200b-feed-4fa7-b31d-febe3a638ba9,150.0,PerUnit,1.0,11.0
026633a9-d12e-4df3-975d-86fffe25c069,USD,R-000005,"#N/A",101.0,6c1f2d9a-20fc-4e64-9b7b-06bcb2f30d8e,100.0,PerUnit,5.0,"#N/A"
028f0fe0-cdf6-442e-bb8c-5a05e0799790,USD,R-000005,"#N/A",101.0,ff1d8bf4-cb5d-4f28-a541-8215a6e87137,100.0,PerUnit,5.0,"#N/A"
029fd67d-698c-4472-b520-6d5b8ddb0c1b,USD,R-000001,"#N/A",1.0,fb71c32d-be1f-4ffa-8f8d-99b8b7da2dc2,150.0,PerUnit,1.0,11.0
02d43fee-3deb-4160-aadc-369ea80c67eb,USD,R-000004,"#N/A",51.0,e6ad0980-4f28-4ea7-b4c2-ce3ff27f7b6a,105.0,PerUnit,4.0,101.0
02dda9f9-6e6a-43dd-8c34-e1a7c77f768c,USD,R-000002,"#N/A",11.0,2b4945e7-06ca-401b-84c4-e8622ab2607e,135.0,PerUnit,2.0,21.0
03090c4e-2194-4c58-b6ad-d2b15594a169,USD,R-000003,"#N/A",21.0,95fa1d33-e87a-4fae-b703-f357e5e7a965,120.0,PerUnit,3.0,51.0
031ce41c-fa75-4180-8a1d-7fb7dc89c385,USD,R-000001,"#N/A",1.0,cc9b23f1-8935-40b8-b0e5-d2ba3c8a9055,150.0,PerUnit,1.0,11.0
031d75bc-0377-4da0-afd3-dd2f53cec14f,USD,R-000002,"#N/A",11.0,aa030719-36cb-4ec4-ae8e-0eb9ead07220,135.0,PerUnit,2.0,21.0
0328a9f6-8d8b-45d9-8042-90219355a2a0,USD,R-000003,"#N/A",21.0,fd7eeb8b-1a1a-4a7a-b48c-95a478a5f437,120.0,PerUnit,3.0,51.0
0345e713-240c-4c7d-a120-c63956c1bb38,USD,R-000003,"#N/A",21.0,8fbc626f-7471-4047-9b9d-881ad995282f,120.0,PerUnit,3.0,51.0
035b8ffb-3ad6-4539-b900-ba2d3e9a885b,USD,R-000002,"#N/A",11.0,b90b919e-a527-4782-9f44-d9b5123049d5,135.0,PerUnit,2.0,21.0
035c8697-3cb4-4ee6-a887-28ee3dc195d1,USD,R-000004,"#N/A",51.0,15a7a7ec-8043-4885-8a0c-3f871d8f98af,105.0,PerUnit,4.0,101.0
035e771b-87c1-41b6-85fc-6c7e89774e1a,USD,R-000003,"#N/A",21.0,0a5d1f2e-a00b-4786-8cf7-a2ff448f9b3a,120.0,PerUnit,3.0,51.0
037d8f72-e512-46fe-b377-844fec6f86f0,USD,R-000002,"#N/A",11.0,77258ae8-4f01-4764-b806-dbcda13fcd84,135.0,PerUnit,2.0,21.0
037f2800-6f12-431e-8fe4-074eb31abebb,USD,R-000011,"#N/A",201.0,3c57dd38-7794-442b-a5f6-ca742a6393bf,10.5,PerUnit,3.0,301.0
03914926-aab5-4c32-8340-385d688b7a3e,USD,R-000003,"#N/A",21.0,863dce6e-3050-4d54-a4f6-b2cd16d13f92,120.0,PerUnit,3.0,51.0
0395f0fd-cbd9-4661-97a4-538d52825cef,USD,R-000005,"#N/A",101.0,53ee2fab-fbed-45ea-86ae-8b4b11953a73,100.0,PerUnit,5.0,"#N/A"
03e279c4-4bd0-4c40-ac97-cc3ea3d0dd42,USD,R-000001,"#N/A",1.0,165d6780-b380-4cfb-b965-4ef528699b2d,150.0,PerUnit,1.0,11.0
03f274ae-e947-4469-85db-93e8cb0eb221,USD,R-000004,"#N/A",51.0,9cbd9145-e275-4366-86fc-153e7fa89041,105.0,PerUnit,4.0,101.0
0409a6ef-5270-4735-824a-526029e64f15,USD,R-000004,"#N/A",51.0,e89513ce-2fcf-4090-8651-75f927b72eae,105.0,PerUnit,4.0,101.0
04154769-cbba-44d1-87c6-02c721806b3b,USD,R-000005,"#N/A",101.0,dd078f46-78f1-4e41-abb7-4213271c517b,100.0,PerUnit,5.0,"#N/A"
042ddc7e-1d2f-4b46-9ae4-87c9d55c46ba,USD,R-000001,"#N/A",1.0,957034f0-9bd1-4d7a-bab6-f6c11433f678,150.0,PerUnit,1.0,11.0
04735eab-f321-4c6e-96d8-219e12f678f1,USD,R-000001,"#N/A",1.0,71646874-c499-4d6b-bf97-88bd1f8c25c9,150.0,PerUnit,1.0,11.0
04e46682-3da2-4b82-a6d2-e920f0982019,USD,R-000004,"#N/A",51.0,a70bb866-dae3-4781-ad6e-a4814aefed4c,105.0,PerUnit,4.0,101.0
04ec5739-5840-4fbe-86d8-cb61f1170234,USD,R-000004,"#N/A",51.0,ce751888-48f0-4928-bf13-100e0bd8ffe7,105.0,PerUnit,4.0,101.0
04efafe4-1871-42dc-9367-55362fbc1ecb,USD,R-000004,"#N/A",51.0,6c0c7b06-3e9d-45e5-838b-b77411ae74e9,105.0,PerUnit,4.0,101.0
05337244-948a-4d47-9de3-aadf691f86bb,USD,R-000004,"#N/A",51.0,af9949c5-9f5d-48a9-bbf1-f7a218c97b31,105.0,PerUnit,4.0,101.0
057a2ba2-b42d-4649-87dc-cc7cc72e3689,USD,R-000001,"#N/A",1.0,643ac170-06e1-4007-805a-1d73f0550971,150.0,PerUnit,1.0,11.0
057bc4d3-c7a4-4da4-81a1-5922117d04fd,USD,R-000003,"#N/A",21.0,aefa2ce8-bb81-4d97-a825-e57358f59f0d,120.0,PerUnit,3.0,51.0
057d85b8-adf7-4c2c-a1d8-d14456b3665a,USD,R-000002,"#N/A",11.0,e3219dd6-53f3-43bd-a275-710ee164907d,135.0,PerUnit,2.0,21.0
05990c62-dc52-4b58-8616-ccbc478fd5df,USD,R-000002,"#N/A",11.0,7c41a316-4b46-4ecb-81fa-7b586861de41,135.0,PerUnit,2.0,21.0
05b4c2dd-5211-40fb-9ed8-3653ae598a1f,USD,R-000012,"#N/A",301.0,d6993c6f-0550-4989-afb0-4544aa879b9c,10.0,PerUnit,4.0,"#N/A"
05df46f7-3aaf-42df-82ac-699ef027ffac,USD,R-000005,"#N/A",101.0,9e889c41-9dd1-4c96-ae7e-a4c50e775658,100.0,PerUnit,5.0,"#N/A"
05e3d8f8-c57f-457d-bc84-68c8005deeed,USD,R-000003,"#N/A",21.0,b2cb4d1f-f8d9-465a-9ab9-7b275127759f,120.0,PerUnit,3.0,51.0
05ee6c3b-308b-4aa7-9fd1-1e23f3753b0a,USD,R-000004,"#N/A",51.0,0d2dfb6b-a1ac-4a92-b614-cefe4b3f4a61,105.0,PerUnit,4.0,101.0
064352d7-a535-4575-863f-20ce97fffb9a,USD,R-000002,"#N/A",11.0,db37ca10-f096-417d-b93c-bd6eb4937fd5,135.0,PerUnit,2.0,21.0
06618c6f-3208-45ae-9c20-97caef383e5c,USD,R-000002,"#N/A",11.0,70625da2-1088-42eb-8cdc-6f277c2d8f67,135.0,PerUnit,2.0,21.0
06ab8e74-97bb-45f1-8c0f-9160f3a41dfa,USD,R-000001,"#N/A",1.0,35cbd77c-046a-4b87-bba8-a412f0dbe65c,150.0,PerUnit,1.0,11.0
06c3555a-d72e-4b36-9fb5-6abb8dfa593f,USD,R-000004,"#N/A",51.0,4b951b1b-3a2f-46ed-ae48-41ca109c64e1,105.0,PerUnit,4.0,101.0
072117f5-ccf0-430d-9dc1-a5b8cb2ebbf6,USD,R-000002,"#N/A",11.0,6058e519-a8c7-4801-8adc-585b6786a508,135.0,PerUnit,2.0,21.0
077f47a7-875a-46a9-8410-0227961c7bf8,USD,R-000001,"#N/A",1.0,967db466-bf35-4328-a54f-724c8b346ee4,150.0,PerUnit,1.0,11.0
079dd52b-de41-4d8e-b193-9682992dc4b4,USD,R-000002,"#N/A",11.0,dfb0c902-3161-4d7c-ab4f-004f7a62979e,135.0,PerUnit,2.0,21.0
07cb9a98-f538-45af-b3ae-7fe8d13973c2,USD,R-000003,"#N/A",21.0,f42d5cb5-7cc6-48a2-81fd-74a7d34f081b,120.0,PerUnit,3.0,51.0
07d12198-0a47-43af-9991-0f0a594fafd3,USD,R-000004,"#N/A",51.0,a5715285-4007-4954-a3d3-fc279b2d1616,105.0,PerUnit,4.0,101.0
07e1ce5d-c230-4e4a-b01a-afe5d127a552,USD,R-000005,"#N/A",101.0,6058e519-a8c7-4801-8adc-585b6786a508,100.0,PerUnit,5.0,"#N/A"
086be007-d77e-4fc4-9de8-fcedee4d3dba,USD,R-000002,"#N/A",11.0,99efcaf8-5303-42d4-bbd4-66ad355b4289,135.0,PerUnit,2.0,21.0
0877da87-e95c-4550-8585-66c42ee7afcb,USD,R-000003,"#N/A",21.0,4bea6710-4b12-4e12-b180-45f0a55c2f64,120.0,PerUnit,3.0,51.0
087bde14-e340-4ced-99ab-651cf91a4a89,USD,R-000001,"#N/A",1.0,dfb0c902-3161-4d7c-ab4f-004f7a62979e,150.0,PerUnit,1.0,11.0
0880c022-8fb6-4986-8a83-12bebee3cc0c,USD,R-000003,"#N/A",21.0,4031535d-3092-4185-b620-99880198c310,120.0,PerUnit,3.0,51.0
0885021a-43ec-49d7-8480-d422e7fd7a30,USD,R-000001,"#N/A",1.0,12ecfcf1-0ec4-41fa-8893-b963940a93c3,150.0,PerUnit,1.0,11.0
089e8541-ec8a-4b5d-b26c-c873e4b5adf7,USD,R-000005,"#N/A",101.0,132af330-f269-4172-8bf4-55e9962b05cb,100.0,PerUnit,5.0,"#N/A"
089e91d2-197b-4619-8d8a-8ffa64f54992,USD,R-000001,"#N/A",1.0,b5788f6f-568a-412b-98ec-13a9599baefe,150.0,PerUnit,1.0,11.0
08a0911a-1701-46e6-9edc-0ee5fd1c538b,USD,R-000003,"#N/A",21.0,335af217-cb47-4710-8b7a-4527b9ecf6f7,120.0,PerUnit,3.0,51.0
08ac92f9-13f3-45c4-a501-c3e9c61d162b,USD,R-000001,"#N/A",1.0,e89513ce-2fcf-4090-8651-75f927b72eae,150.0,PerUnit,1.0,11.0
0963bccb-336a-44f9-a684-3f56342c0b31,USD,R-000004,"#N/A",51.0,8606f72a-9e2c-4207-a5a0-af361bc5dac1,105.0,PerUnit,4.0,101.0
098c87ce-dd4c-4bf5-b20e-0cb300a7643c,USD,R-000002,"#N/A",11.0,4031535d-3092-4185-b620-99880198c310,135.0,PerUnit,2.0,21.0
0992e138-81b7-4a96-a7d0-4e0c28d4179c,USD,R-000003,"#N/A",21.0,b103ea44-16a6-4acc-8704-45d69ac654a8,120.0,PerUnit,3.0,51.0
09bd520d-a953-4c74-beef-28aee76b233b,USD,R-000003,"#N/A",21.0,1513d80c-367c-4d84-8c7f-4fb38a36ccf4,120.0,PerUnit,3.0,51.0
09d87890-48bf-4716-8933-7ef4f0845623,USD,R-000003,"#N/A",21.0,4c1ce7f8-e041-446e-8515-f25370ef8857,120.0,PerUnit,3.0,51.0
09fd0288-50ae-4d97-ab45-91530ed3b63d,USD,R-000001,"#N/A",1.0,2b1ca267-772e-4fd5-90e4-e5bfba200672,150.0,PerUnit,1.0,11.0
0a15bd54-7a47-4a6d-9707-9713d31e1eab,USD,R-000004,"#N/A",51.0,486f9f9f-7733-45e0-99e7-ccdffb93daa7,105.0,PerUnit,4.0,101.0
0a220b63-9684-46d9-9639-f4b1544643b6,USD,R-000003,"#N/A",21.0,0b60a945-6bf4-43e4-91a0-84ba66226692,120.0,PerUnit,3.0,51.0
0a2fe477-5174-43bb-a104-1b3f9f2551ae,USD,R-000004,"#N/A",51.0,967db466-bf35-4328-a54f-724c8b346ee4,105.0,PerUnit,4.0,101.0
0a605f4e-1a08-4739-b603-b44590fa139a,USD,R-000001,"#N/A",1.0,dfd4f76b-a76d-4619-b5a2-8902e56c63f5,150.0,PerUnit,1.0,11.0
0a71c69e-0000-475a-b291-0e7cb9070c23,USD,R-000005,"#N/A",101.0,6c0c7b06-3e9d-45e5-838b-b77411ae74e9,100.0,PerUnit,5.0,"#N/A"
0a735bef-e09f-4b91-8a0f-03a379b7f5a6,USD,R-000001,"#N/A",1.0,ee2db384-57a1-4136-944b-1aadf971ac9f,150.0,PerUnit,1.0,11.0
0a868b89-94cb-4375-94e1-652d31fa536c,USD,R-000004,"#N/A",51.0,165d6780-b380-4cfb-b965-4ef528699b2d,105.0,PerUnit,4.0,101.0
0a9a165b-ce03-4c97-9f4b-7cacd2e9c7b4,USD,R-000002,"#N/A",11.0,185c82b0-935f-4a63-9d96-52f87692f34b,135.0,PerUnit,2.0,21.0
0aa24e7b-f003-4fe4-9b2b-00de5c3c59dc,USD,R-000002,"#N/A",11.0,a45fd0e8-08e0-4bd1-bacd-d081354f910c,135.0,PerUnit,2.0,21.0
0ab5f384-9552-4520-8947-f449d645253d,USD,R-000001,"#N/A",1.0,8a898af6-8ee8-4604-bed4-3138f71e8027,150.0,PerUnit,1.0,11.0
0acc60f2-e235-4f73-8173-006d891d4683,USD,R-000004,"#N/A",51.0,166a00c8-329d-4bcd-b3f1-4a1066ed306c,105.0,PerUnit,4.0,101.0
0add7065-0d53-4274-a08c-bd4d7e22a41c,USD,R-000010,"#N/A",101.0,d6993c6f-0550-4989-afb0-4544aa879b9c,11.0,PerUnit,2.0,201.0
0ade2164-8fc5-4957-9d62-09d8438cddf8,USD,R-000005,"#N/A",101.0,a5df3312-97e0-44b1-9760-44bfc4708169,100.0,PerUnit,5.0,"#N/A"
0b0e07b9-ba82-467e-96fe-daaac5e88b92,USD,R-000005,"#N/A",101.0,ecbd34c9-1ad1-487e-b879-61568ad21f69,100.0,PerUnit,5.0,"#N/A"
0b1c67a0-4ec1-4aac-877f-c6c1a672c89c,USD,R-000004,"#N/A",51.0,13335bf8-36ef-4c8c-b13d-b901875e933f,105.0,PerUnit,4.0,101.0
0b2e7d26-0126-48a4-abf3-c61f67725f16,USD,R-000004,"#N/A",51.0,75215573-615b-48e1-9061-4311bf97539f,105.0,PerUnit,4.0,101.0
0b430d12-e902-4ce8-9875-dadf44277ebf,USD,R-000005,"#N/A",101.0,a8aa1f16-9c0e-4ee5-9be1-bac5d1a74817,100.0,PerUnit,5.0,"#N/A"
0b532d21-f492-481e-bef0-e7c59d24925d,USD,R-000005,"#N/A",101.0,d8da00d5-be1d-4090-a7c8-8c10e5d874b7,100.0,PerUnit,5.0,"#N/A"
0b6c8e48-a48b-4be0-9ebd-2fe3fb9bce5e,USD,R-000001,"#N/A",1.0,8221dfb0-2900-46cb-8d9b-1b4556d727b6,150.0,PerUnit,1.0,11.0
0b7dace5-e2cd-4874-a48c-d2cc34adb8f2,USD,R-000001,"#N/A",1.0,217efa71-5128-42a7-adef-3748468e9fa2,150.0,PerUnit,1.0,11.0
0b8fbaa9-5e10-4773-bd87-32f850444e36,USD,R-000002,"#N/A",11.0,87027c98-0077-4fd3-9f33-86013e826b19,135.0,PerUnit,2.0,21.0
0ba5359c-2677-4848-8d47-7f427e13c8a5,USD,R-000001,"#N/A",1.0,486f9f9f-7733-45e0-99e7-ccdffb93daa7,150.0,PerUnit,1.0,11.0
0bae544d-949a-4a2f-bf65-08d4b3b958fa,USD,R-000005,"#N/A",101.0,4b44ffa3-e568-426e-89a9-3ea5c36ac437,100.0,PerUnit,5.0,"#N/A"
0bcdd93f-13d9-44a8-ac62-912a0146b996,USD,R-000002,"#N/A",11.0,3b12e3d5-809c-462e-9b2f-0182d0d026b9,135.0,PerUnit,2.0,21.0
0bd2f4ff-8a33-4e8c-8e31-1a2eda3e4722,USD,R-000001,"#N/A",1.0,5850c119-94b1-40aa-85f5-5e5ac514dcd9,150.0,PerUnit,1.0,11.0
0bdb0804-8770-45ba-bce1-468eca595fc2,USD,R-000002,"#N/A",11.0,eb7e03cc-8add-40f0-8a26-5685b5890875,135.0,PerUnit,2.0,21.0
0be2358c-0499-4894-9957-991937312442,USD,R-000005,"#N/A",101.0,7619a23e-2c8e-46cf-8ae0-bc1f7011a47e,100.0,PerUnit,5.0,"#N/A"
0bf1b300-dbf5-4934-8cac-a5a8ded56b67,USD,R-000009,"#N/A",1.0,4161e831-8f9f-496d-86d3-41e40076e466,12.0,PerUnit,1.0,101.0
0bfa2538-cb46-4b90-bc96-89a7cb71da5e,USD,R-000002,"#N/A",11.0,224c5d03-0455-4da1-8a74-21cc2ffcbf95,135.0,PerUnit,2.0,21.0
0bfc6677-0ed9-4304-8545-587a4ed1ba68,USD,R-000002,"#N/A",11.0,a441ac42-9300-46d2-8be2-be321d3b37e5,135.0,PerUnit,2.0,21.0
0c08a9b0-078b-400a-b6ce-81a5e5bac8e8,USD,R-000004,"#N/A",51.0,7b7b1122-6c6b-4d6e-92e3-e31d7c206923,105.0,PerUnit,4.0,101.0
0c2ec978-091b-4b47-8682-361cd259a458,USD,R-000003,"#N/A",21.0,9e6e9aaa-26ee-43c3-a0dc-2290062a1842,120.0,PerUnit,3.0,51.0
0c545d69-e9d6-4558-80be-a8295bf324d0,USD,R-000004,"#N/A",51.0,cb084d7f-6d4e-4785-a28d-324ee308b4b0,105.0,PerUnit,4.0,101.0
0c5daa76-ea80-4c23-bdb8-dea5f7efad2f,USD,R-000001,"#N/A",1.0,a4ed1b04-8c59-496b-aafe-ad665dd16ea6,150.0,PerUnit,1.0,11.0
0c66590d-5ff8-4db1-9c0d-d61b0b74546b,USD,R-000003,"#N/A",21.0,5850c119-94b1-40aa-85f5-5e5ac514dcd9,120.0,PerUnit,3.0,51.0
0c6debde-fe77-42ad-97d5-e6c0b348275c,USD,R-000001,"#N/A",1.0,0b60a945-6bf4-43e4-91a0-84ba66226692,150.0,PerUnit,1.0,11.0
0c8b124c-d0c9-454e-acbc-80a69e6aa974,USD,R-000004,"#N/A",51.0,6b450d69-de3c-49a7-b0f7-e3026ceba0ca,105.0,PerUnit,4.0,101.0
0cae463d-4358-40d7-864a-f79c83bff50f,USD,R-000001,"#N/A",1.0,72548c24-1821-4c7d-b8f9-50c4d18bd98d,150.0,PerUnit,1.0,11.0
0ccf163e-1fb0-4f24-84bf-21a2101554ce,USD,R-000005,"#N/A",101.0,d0544768-d7a4-49b2-b621-edddc7d19dd8,100.0,PerUnit,5.0,"#N/A"
0ccfeeb2-7827-4b23-a454-ab188d37b537,USD,R-000002,"#N/A",11.0,529b91ec-d4f9-434b-9ecb-44d480ca3a42,135.0,PerUnit,2.0,21.0
0cd4a588-0e8c-42e6-8da8-77c0f21a8dbd,USD,R-000002,"#N/A",11.0,72548c24-1821-4c7d-b8f9-50c4d18bd98d,135.0,PerUnit,2.0,21.0
0cd6cfce-6697-4f06-8e6c-276d3519b1f2,USD,R-000002,"#N/A",11.0,9cbd9145-e275-4366-86fc-153e7fa89041,135.0,PerUnit,2.0,21.0
0d29860c-6058-4c52-9d1d-611d2d113c00,USD,R-000001,"#N/A",1.0,e13eba72-8577-42bb-9421-6ebb0dfd7b3b,150.0,PerUnit,1.0,11.0
0d339784-31d1-4603-ae15-65c1b79db938,USD,R-000001,"#N/A",1.0,7258a9d5-0a6b-4fb3-80ac-31ba7190cc04,150.0,PerUnit,1.0,11.0
0d5c2669-df49-4127-8aa9-f8517980b5ed,USD,R-000005,"#N/A",101.0,cad6c972-0c48-4226-920a-8b8ef5263a90,100.0,PerUnit,5.0,"#N/A"
0dcb5dda-ee30-4df3-b275-242924fa01cb,USD,R-000002,"#N/A",11.0,ac4e1ff7-ec96-4a9d-9b86-4b4c7ac3b338,135.0,PerUnit,2.0,21.0
0dda8271-a11d-41c4-acf8-d91d2eed5e02,USD,R-000001,"#N/A",1.0,01e4b27f-a825-4b56-8634-b54314f6c0b3,150.0,PerUnit,1.0,11.0
0df447da-84e9-4cab-8c69-749da851969a,USD,R-000005,"#N/A",101.0,fb7fbb0c-7150-4643-bd01-04c42727781b,100.0,PerUnit,5.0,"#N/A"
0e00312a-e40f-4dfd-8c9e-28a1c187e390,USD,R-000004,"#N/A",51.0,aefa2ce8-bb81-4d97-a825-e57358f59f0d,105.0,PerUnit,4.0,101.0
0e23190b-69f4-40d3-8758-7f43d56db385,USD,R-000003,"#N/A",21.0,cf31ab91-bde4-4430-a687-59f2736a06de,120.0,PerUnit,3.0,51.0
0e332a1e-8d6d-4354-9825-0f34f7b3a7b5,USD,R-000003,"#N/A",21.0,b7ce9206-809d-4959-b104-80a6232daf34,120.0,PerUnit,3.0,51.0
0e4bf0e3-3832-4a36-8985-9bb608519450,USD,R-000003,"#N/A",21.0,9141b833-4543-413d-8872-446fdcd57e75,120.0,PerUnit,3.0,51.0
0e79246b-8b91-4808-b61e-fcb3610e5fb7,USD,R-000004,"#N/A",51.0,980a615a-d467-4766-8e3a-8788a1f40f03,105.0,PerUnit,4.0,101.0
0e7e3e2e-11c0-49ad-b6c5-e834068afbd6,USD,R-000002,"#N/A",11.0,01e4b27f-a825-4b56-8634-b54314f6c0b3,135.0,PerUnit,2.0,21.0
0e80303f-c889-465f-9e8b-ced41afa17a1,USD,R-000001,"#N/A",1.0,154f96d2-7576-4fcf-85d7-380a4b87494f,150.0,PerUnit,1.0,11.0
0e8208b1-7bcc-4284-b648-b1f94c99d383,USD,R-000005,"#N/A",101.0,5fb806c0-950f-4f03-a412-f67d54055511,100.0,PerUnit,5.0,"#N/A"
0eaa034d-ed26-4592-8179-efd3a744795b,USD,R-000001,"#N/A",1.0,7554c8ea-bd35-426c-8d79-0b98a16a9768,150.0,PerUnit,1.0,11.0
0eb13509-c873-4e4b-85db-e6a8b5937184,USD,R-000005,"#N/A",101.0,031e75df-9121-4f24-9bcf-6f6678163cfe,100.0,PerUnit,5.0,"#N/A"
0ebcd444-fab7-43f2-8b49-dc228cc86bfb,USD,R-000004,"#N/A",51.0,b6fafe93-de88-40eb-8899-78f4a83b67f8,105.0,PerUnit,4.0,101.0
0ebe6c54-d279-494b-b7b8-e1c3c8f5d9cc,USD,R-000005,"#N/A",101.0,67aa1a67-dc79-45c7-bf8c-acc0db21d769,100.0,PerUnit,5.0,"#N/A"
0ebfd03d-d395-476c-9778-be527971567f,USD,R-000005,"#N/A",101.0,ec93ca04-5611-439a-a175-91069d921429,100.0,PerUnit,5.0,"#N/A"
0ee853ce-4da2-46f8-a97c-3df913067f73,USD,R-000003,"#N/A",21.0,c2078ced-a4f0-4db2-8999-d7de0cbb9115,120.0,PerUnit,3.0,51.0
0eebec42-8342-47b8-a9ae-fbaf38f294e3,USD,R-000001,"#N/A",1.0,591fd4cb-218d-47f4-a651-98b89b9d381d,150.0,PerUnit,1.0,11.0
0f196eea-2c01-4a44-87b9-85ba4a4e1845,USD,R-000001,"#N/A",1.0,862a633c-c582-4494-9a42-51d7c15e7cce,150.0,PerUnit,1.0,11.0
0f271b30-271f-4ddc-87d8-f796c9e7393f,USD,R-000002,"#N/A",11.0,286eb558-e8d5-453e-92f8-cd884841473b,135.0,PerUnit,2.0,21.0
0f2abee8-921e-4ddd-8a9b-af5aa26326f2,USD,R-000004,"#N/A",51.0,9e6e9aaa-26ee-43c3-a0dc-2290062a1842,105.0,PerUnit,4.0,101.0
0f345843-a55e-44b1-90f4-bd44de6233fe,USD,R-000010,"#N/A",101.0,2598a024-74cb-486b-9d07-3b3ca49387de,11.0,PerUnit,2.0,201.0
0f413e4f-1fef-4bda-9099-98d8e2b43f17,USD,R-000004,"#N/A",51.0,cc93d68f-d81d-46b5-bf36-26bc630dc24d,105.0,PerUnit,4.0,101.0
0fa3db29-9c1c-4972-b2a2-9b2d7f440699,USD,R-000004,"#N/A",51.0,3ff57678-cb8c-4439-a9b3-c04e9b38df0c,105.0,PerUnit,4.0,101.0
10057b54-79ab-4d73-8861-41e3f1dc1941,USD,R-000003,"#N/A",21.0,7002a092-1a07-4242-bc9d-aa9ff9a00770,120.0,PerUnit,3.0,51.0
10155e31-012c-478d-b990-b62ce3c6dcdc,USD,R-000005,"#N/A",101.0,542027be-c7f6-41df-b790-c040fe61fc99,100.0,PerUnit,5.0,"#N/A"
1015ce3d-d3b1-4ceb-a081-8c06b061ccb4,USD,R-000003,"#N/A",21.0,e3219dd6-53f3-43bd-a275-710ee164907d,120.0,PerUnit,3.0,51.0
102d69dd-1c68-4acb-9aec-3ccaba2abf52,USD,R-000003,"#N/A",21.0,1d50d0dd-811b-4784-96b8-ab7b1160ef70,120.0,PerUnit,3.0,51.0
