"Guid","CurrencyIsoCode","Linux__c","Mac__c","Product_Line__c","SBQQ__AdditionalDiscountAmount__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__Bundle__c","SBQQ__BundledQuantity__c","SBQQ__Bundled__c","SBQQ__ChargeType__c","SBQQ__ComponentDiscountedByPackage__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__CustomerPrice__c","SBQQ__Dimension__c","SBQQ__DiscountScheduleType__c","SBQQ__DiscountSchedule__c","SBQQ__Discount__c","SBQQ__DistributorDiscount__c","SBQQ__DynamicOptionId__c","SBQQ__HasConsumptionSchedule__c","SBQQ__ListPrice__c","SBQQ__MarkupAmount__c","SBQQ__MarkupRate__c","SBQQ__NetPrice__c","SBQQ__Number__c","SBQQ__OptionDiscountAmount__c","SBQQ__OptionDiscount__c","SBQQ__OptionLevel__c","SBQQ__OptionType__c","SBQQ__OriginalQuoteLine__c","SBQQ__OriginalUnitCost__c","SBQQ__PackageProductCode__c","SBQQ__PackageProductDescription__c","SBQQ__PartnerDiscount__c","SBQQ__PricingMethod__c","SBQQ__ProductOption__c","SBQQ__ProductSubscriptionType__c","SBQQ__Product__c","SBQQ__ProrateMultiplier__c","SBQQ__Quantity__c","SBQQ__QuoteLine__c","SBQQ__RegularPrice__c","SBQQ__RenewalPrice__c","SBQQ__RenewalQuantity__c","SBQQ__RenewalUpliftRate__c","SBQQ__RenewedDate__c","SBQQ__RequiredById__c","SBQQ__RequiredByProduct__c","SBQQ__RevisedSubscription__c","SBQQ__RootId__c","SBQQ__SegmentEndDate__c","SBQQ__SegmentIndex__c","SBQQ__SegmentKey__c","SBQQ__SegmentLabel__c","SBQQ__SegmentQuantity__c","SBQQ__SegmentStartDate__c","SBQQ__SegmentUpliftAmount__c","SBQQ__SegmentUplift__c","SBQQ__SpecialPrice__c","SBQQ__SubscriptionEndDate__c","SBQQ__SubscriptionStartDate__c","SBQQ__SubscriptionType__c","SBQQ__TermDiscountSchedule__c","SBQQ__TerminatedDate__c","SBQQ__UnitCost__c","Storage__c"
00c66f09-5049-4fa6-a617-23ded7c9e80b,USD,false,false,"#N/A","#N/A","#N/A","#N/A",false,"#N/A",false,One-Time,false,"#N/A",3000.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxUAAU,false,3000.0,"#N/A","#N/A",3000.0,8.0,"#N/A","#N/A",1.0,Related Product,501ef206-6cfa-41a3-af10-8b5dadf700d8,2327.3363808889962,"#N/A","#N/A","#N/A",List,ffd97078-70da-4fb7-adb9-6c3eaf6426fb,Renewable,407fc8ba-5e66-41bb-9c0d-edf341b9f382,1.0,1.0,501ef206-6cfa-41a3-af10-8b5dadf700d8,3000.0,"#N/A",1.0,3.0,"#N/A",a0t3h0000013mYDAAY,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013mYDAAY,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3000.0,"#N/A",2021-12-18,Renewable,"#N/A","#N/A",2327.3363808889962,false
00d4e411-8ad8-4f88-9276-9009781bd546,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",1200.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,1200.0,"#N/A","#N/A",1200.0,13.0,"#N/A","#N/A",2.0,Component,41dbdf78-9a5d-401f-9b91-1fce0174392a,78.71737916006252,"#N/A","#N/A","#N/A",List,f3d330b9-4cac-4e01-9b28-02a4cb4fb43e,"#N/A",a6f07a72-e43a-451d-b99a-2bcc4d60e4d0,12.0,1.0,41dbdf78-9a5d-401f-9b91-1fce0174392a,1200.0,100.0,1.0,"#N/A","#N/A",a0t3h0000013m8TAAQ,2f7a9af7-50ff-4a65-875d-e3a7f4226227,"#N/A",a0t3h0000013m1TAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100.0,"#N/A",2020-10-20,"#N/A","#N/A","#N/A",78.71737916006252,false
00ee8adc-42a7-4ce1-9797-44d27bcef17a,USD,false,false,"#N/A",3638.27,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",4361.73,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxSAAU,false,8000.0,"#N/A","#N/A",4361.73,5.0,"#N/A","#N/A",1.0,Related Product,4a09d4f5-4c29-4bac-968c-a2674e30eade,5839.850031128531,"#N/A","#N/A","#N/A",List,84ea0abe-0108-472c-8708-acdf885ac795,Renewable,e1052d7a-669c-4b70-b14f-6d9264213fdd,1.0,1.0,4a09d4f5-4c29-4bac-968c-a2674e30eade,8000.0,"#N/A",1.0,3.0,"#N/A","#N/A","#N/A","#N/A",a0t3h0000013mNYAAY,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",8000.0,"#N/A",2022-02-17,Renewable,"#N/A","#N/A",5839.850031128531,false
010f07d3-981a-455c-9faf-5c7617d64209,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",1188.0,"#N/A",Slab,983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A","#N/A",a0c3h000001qOxKAAU,false,1188.0,"#N/A","#N/A",1188.0,9.0,"#N/A","#N/A",1.0,Related Product,8d0f9c85-4c7a-45ed-8fb4-7133dfb2a0f3,64.90728335229804,"#N/A","#N/A","#N/A",List,"#N/A","#N/A",e6bdfd51-49b7-4d14-b501-896e61b1f083,12.0,1.0,8d0f9c85-4c7a-45ed-8fb4-7133dfb2a0f3,1188.0,99.0,1.0,"#N/A","#N/A",a0t3h0000013m1HAAQ,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m1HAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",99.0,"#N/A",2020-09-19,"#N/A","#N/A","#N/A",64.90728335229804,false
011ac2e0-23a6-4b26-8852-31731146c405,USD,false,false,"#N/A","#N/A",Monthly,Advance,false,"#N/A",false,Recurring,false,"#N/A",22800.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxSAAU,false,24000.0,"#N/A","#N/A",22800.0,2.0,"#N/A","#N/A",1.0,Related Product,b0dbff61-2723-4e17-b8c5-e0f09ca39368,8754.576915770134,"#N/A","#N/A","#N/A",List,3891fdb7-0037-467b-a2e3-2a09a56e70bc,Renewable,edb6756e-e42d-43ec-ba57-2f8d3daf1c82,2.0,1.0,b0dbff61-2723-4e17-b8c5-e0f09ca39368,22800.0,11400.0,1.0,3.0,"#N/A",a0t3h0000013m1pAAA,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m1pAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2022-02-17,Renewable,0f3582b5-3de6-4224-81ac-020522b866b9,"#N/A",8754.576915770134,false
0134884b-a48d-4c96-8dfe-45072230ff04,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",1200.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxXAAU,false,1200.0,"#N/A","#N/A",1200.0,14.0,"#N/A","#N/A",2.0,Component,a0635853-8d6b-42e6-9811-ba03190c8f2e,69.49596130990415,"#N/A","#N/A","#N/A",List,f3d330b9-4cac-4e01-9b28-02a4cb4fb43e,Renewable,a6f07a72-e43a-451d-b99a-2bcc4d60e4d0,12.0,1.0,a0635853-8d6b-42e6-9811-ba03190c8f2e,1200.0,100.0,1.0,3.0,"#N/A",a0t3h0000013mk3AAA,2f7a9af7-50ff-4a65-875d-e3a7f4226227,"#N/A",a0t3h0000013m2vAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100.0,"#N/A",2022-01-17,Renewable,"#N/A","#N/A",69.49596130990415,false
013637a6-35a1-4bde-9a1e-af98a76af24c,USD,false,false,"#N/A","#N/A","#N/A","#N/A",false,"#N/A",false,One-Time,false,"#N/A",4000.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxUAAU,false,4000.0,"#N/A","#N/A",4000.0,15.0,"#N/A","#N/A",1.0,Related Product,3f04177d-fed7-4b79-830b-4cf174674be2,2852.7250732881666,"#N/A","#N/A","#N/A",List,8db0f369-f90d-443d-8895-5f7cff9de641,"#N/A",befe212c-8410-45c8-a363-a9174317c54f,1.0,1.0,3f04177d-fed7-4b79-830b-4cf174674be2,4000.0,"#N/A",1.0,"#N/A","#N/A",a0t3h0000013m15AAA,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m15AAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",4000.0,"#N/A",2020-12-05,"#N/A","#N/A","#N/A",2852.7250732881666,false
01397b23-9f56-4bca-85da-10da07c2a33a,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",1800.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxPAAU,false,1800.0,"#N/A","#N/A",1800.0,10.0,"#N/A","#N/A",1.0,Related Product,5605e84c-ca1b-44c4-bf4b-470d6e4d81bc,99.28878122185324,"#N/A","#N/A","#N/A",List,8751b112-9ce9-4e2c-a2b8-3109e2a317d4,"#N/A",30b2099d-55b1-433d-96c5-0e3916f7814e,12.0,200.0,5605e84c-ca1b-44c4-bf4b-470d6e4d81bc,1800.0,150.0,200.0,"#N/A","#N/A",a0t3h0000013m1XAAQ,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m1XAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A",2020-11-17,"#N/A","#N/A","#N/A",99.28878122185324,false
0141357a-f3e9-4c9e-b1e5-12da24ff8aac,USD,false,false,"#N/A",157.62,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",2842.38,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxSAAU,false,3000.0,"#N/A","#N/A",2842.38,4.0,"#N/A","#N/A",1.0,Related Product,b092c45e-b9fc-4cce-b43a-0e2925f9c12d,694.9596130990415,"#N/A","#N/A","#N/A",List,1f4254e7-cc45-44ab-a1b9-39cd7a884d7e,Renewable,6a965800-e740-4990-86fe-b6974c9f6327,3.0,1.0,b092c45e-b9fc-4cce-b43a-0e2925f9c12d,3000.0,947.46,1.0,3.0,"#N/A",a0t3h0000013mbTAAQ,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013mbTAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,"#N/A",2021-12-18,Renewable,"#N/A","#N/A",694.9596130990415,false
0149815e-734e-434f-82c6-7e7b223e44c5,EUR,false,false,"#N/A",74476.87,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",845408.57,"#N/A",Slab,983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A","#N/A",a0c3h000001qOxKAAU,false,90.63,"#N/A","#N/A",845408.57,6.0,"#N/A","#N/A",1.0,Related Product,60eefb9e-336f-4efb-8b1b-da68b8303037,5.248682477930511,"#N/A","#N/A","#N/A",List,1425f0d3-29a3-431c-89a3-1f3f56ce96ba,Renewable,0197c8c1-c7c0-4613-b498-3febbde1effe,12.0,32000.0,60eefb9e-336f-4efb-8b1b-da68b8303037,919885.4370000002,70450.71,32000.0,3.0,"#N/A",a0t3h0000013m3EAAQ,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m3EAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",7.5525,"#N/A",2022-02-17,Renewable,"#N/A","#N/A",5.248682477930511,false
0166baeb-7064-4c0c-920e-b6d005c2c067,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",1188.0,"#N/A",Slab,983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A","#N/A",a0c3h000001qOxKAAU,false,1188.0,"#N/A","#N/A",1188.0,6.0,"#N/A","#N/A",1.0,Related Product,a75feddb-f0b1-4ebf-a9a2-cb3b95875eb2,64.90728335229804,"#N/A","#N/A","#N/A",List,"#N/A","#N/A",e6bdfd51-49b7-4d14-b501-896e61b1f083,12.0,1.0,a75feddb-f0b1-4ebf-a9a2-cb3b95875eb2,1188.0,99.0,1.0,"#N/A","#N/A",a0t3h0000013m1AAAQ,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m1AAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",99.0,"#N/A",2020-08-29,"#N/A","#N/A","#N/A",64.90728335229804,false
017e4d5d-bb4f-4c3b-8f2a-37c209dda864,USD,false,false,"#N/A",3096.14,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",19799.86,"#N/A",Slab,983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A","#N/A",a0c3h000001qOxKAAU,false,95.4,"#N/A","#N/A",19799.86,5.0,"#N/A","#N/A",1.0,Related Product,574ca9f0-e25e-48bd-8ad9-9afd5029bfbb,5.130526408651105,"#N/A","#N/A","#N/A",List,1425f0d3-29a3-431c-89a3-1f3f56ce96ba,"#N/A",0197c8c1-c7c0-4613-b498-3febbde1effe,12.0,240.0,574ca9f0-e25e-48bd-8ad9-9afd5029bfbb,22896.0,1649.99,240.0,"#N/A","#N/A",a0t3h0000013mG9AAI,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013mG9AAI,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",7.95,"#N/A",2021-08-19,"#N/A","#N/A","#N/A",5.130526408651105,false
018ee1f9-a67b-48da-b6e4-5ebcbec53bbb,USD,false,false,"#N/A",187015.49,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",313834.51,"#N/A",Slab,983150ec-eab9-4620-8e4d-ee5aa690383b,"#N/A","#N/A",a0c3h000001qOxKAAU,false,477.0,"#N/A","#N/A",313834.51,8.0,"#N/A","#N/A",1.0,Related Product,89dc94c6-96ef-44d3-8812-b38d927ff7f3,5.524928924137379,"#N/A","#N/A","#N/A",List,1425f0d3-29a3-431c-89a3-1f3f56ce96ba,Renewable,0197c8c1-c7c0-4613-b498-3febbde1effe,60.0,3500.0,89dc94c6-96ef-44d3-8812-b38d927ff7f3,500849.99999999977,5230.58,3500.0,3.0,"#N/A",a0t3h0000013m2FAAQ,da0e5622-6c9a-4548-8ce1-ef9fe8ebf5de,"#N/A",a0t3h0000013m2FAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",7.95,"#N/A",2021-12-18,Renewable,"#N/A","#N/A",5.524928924137379,false
